No,Player,Age,Pos,G,GS,Wt,Ht,BirthDate,Yrs,AV,Team,Year
0,K Peterson,23,DB,6,1.0,185.0,71.0,3/22/1994,0,1,RAM,2017.0
0,E Price,24,LB,1,0.0,255.0,71.0,1/30/1993,0,0,RAM,2017.0
94.0,R Quinn,27,DE,15,14.0,245.0,76.0,5/18/1990,6,6,RAM,2017.0
0,J Reynolds,22,WR,16,1.0,196.0,75.0,2/16/1995,0,1,RAM,2017.0
23.0,N Robey-Coleman,25,DB,15,4.0,180.0,68.0,1/17/1992,4,3,RAM,2017.0
76.0,R Saffold,29,T,15,15.0,325.0,77.0,6/6/1988,7,12,RAM,2017.0
56.0,G Sickels,23,DE,1,0.0,254.0,76.0,9/24/1994,0,0,RAM,2017.0
0,T Smart,23,DT,16,4.0,295.0,73.0,11/6/1994,0,3,RAM,2017.0
65.0,J Sullivan,32,GC,15,15.0,312.0,76.0,8/8/1985,9,8,RAM,2017.0
88.0,M Thomas,23,WR,8,1.0,189.0,73.0,8/16/1994,1,1,RAM,2017.0
53.0,C Thompson,25,LB,3,1.0,250.0,77.0,2/16/1992,2,1,RAM,2017.0
95.0,T Walker,27,DL,16,4.0,310.0,75.0,3/18/1990,5,3,RAM,2017.0
12.0,S Watkins,24,WR,15,14.0,211.0,73.0,6/14/1993,3,6,RAM,2017.0
21.0,K Webster,26,DB,11,11.0,190.0,71.0,2/1/1991,4,4,RAM,2017.0
93.0,E Westbrooks,27,DE,16,9.0,287.0,76.0,11/15/1990,3,5,RAM,2017.0
77.0,A Whitworth,36,T,15,15.0,330.0,79.0,12/12/1981,11,14,RAM,2017.0
63.0,D Williams,24,T,16,1.0,310.0,78.0,8/31/1993,2,2,RAM,2017.0
17.0,R Woods,25,WR,12,11.0,195.0,72.0,4/10/1992,4,8,RAM,2017.0
4.0,G Zuerlein,30,PK,14,0.0,191.0,72.0,12/27/1987,5,6,RAM,2017.0
55.0,B Allen,23,GC,13,0.0,303.0,74.0,10/11/1995,0,1,RAM,2018.0
35.0,C Anderson,27,RB,2,2.0,225.0,68.0,2/10/1991,5,2,RAM,2018.0
26.0,M Barron,29,LB,12,12.0,230.0,74.0,10/27/1989,6,5,RAM,2018.0
66.0,A Blythe,26,GC,16,16.0,280.0,74.0,6/16/1992,2,11,RAM,2018.0
90.0,M Brockers,28,DT,16,16.0,297.0,77.0,12/21/1990,6,7,RAM,2018.0
68.0,J Brown,25,T,6,0.0,340.0,76.0,3/15/1993,3,1,RAM,2018.0
34.0,M Brown,25,RB,12,0.0,225.0,71.0,5/15/1993,3,2,RAM,2018.0
41.0,M Christian,24,S,16,0.0,195.0,71.0,10/27/1994,2,1,RAM,2018.0
12.0,B Cooks,25,WR,16,16.0,183.0,70.0,9/25/1993,4,13,RAM,2018.0
10.0,P Cooper,23,WR,5,0.0,208.0,71.0,3/7/1995,2,0,RAM,2018.0
24.0,B Countess,25,DB,16,1.0,185.0,70.0,8/8/1993,2,1,RAM,2018.0
0,J Davis,23,RB,11,0.0,199.0,73.0,11/11/1995,1,0,RAM,2018.0
99.0,A Donald,27,DT,16,16.0,280.0,73.0,5/23/1991,4,16,RAM,2018.0
91.0,D Easley,26,DT,3,3.0,263.0,74.0,4/28/1992,4,1,RAM,2018.0
0,S Ebukam,23,LB,16,14.0,245.0,75.0,5/9/1995,1,7,RAM,2018.0
0,G Everett,24,TE,16,0.0,240.0,75.0,6/25/1994,1,3,RAM,2018.0
0,S Ficken,26,PK,2,0.0,192.0,73.0,12/14/1992,1,-1,RAM,2018.0
56.0,D Fowler,24,LB,8,6.0,255.0,75.0,8/3/1994,2,3,RAM,2018.0
94.0,J Franklin-Myers,22,DE,16,0.0,288.0,76.0,9/26/1996,0,2,RAM,2018.0
16.0,J Goff,24,QB,16,16.0,217.0,76.0,10/14/1994,2,18,RAM,2018.0
30.0,T Gurley,24,RB,14,14.0,224.0,73.0,8/3/1994,3,16,RAM,2018.0
54.0,B Hager,26,LB,16,0.0,237.0,73.0,5/4/1992,3,1,RAM,2018.0
0,D Hatfield,24,DB,10,0.0,178.0,70.0,12/13/1994,1,0,RAM,2018.0
79.0,R Havenstein,26,T,16,16.0,330.0,80.0,5/13/1992,3,11,RAM,2018.0
6.0,J Hekker,28,PK,16,0.0,241.0,77.0,2/8/1990,6,3,RAM,2018.0
89.0,T Higbee,25,TE,16,16.0,255.0,78.0,1/1/1993,2,3,RAM,2018.0
32.0,T Hill,27,DB,16,7.0,183.0,71.0,8/29/1991,3,3,RAM,2018.0
11.0,K Hodge,23,WR,14,0.0,183.0,71.0,1/3/1995,0,0,RAM,2018.0
27.0,I Johnson,26,DB,2,0.0,210.0,73.0,5/16/1992,3,0,RAM,2018.0
0,J Johnson,23,S,16,16.0,209.0,72.0,12/19/1995,1,5,RAM,2018.0
20.0,L Joyner,28,DB,15,15.0,185.0,68.0,11/27/1990,4,5,RAM,2018.0
42.0,J Kelly,22,RB,4,0.0,205.0,70.0,10/4/1996,0,1,RAM,2018.0
59.0,M Kiser,23,LB,16,0.0,244.0,72.0,1/25/1995,0,1,RAM,2018.0
0,C Kupp,25,WR,8,8.0,208.0,74.0,6/15/1993,1,6,RAM,2018.0
53.0,J Lawler,24,DE,16,0.0,265.0,76.0,12/23/1994,0,1,RAM,2018.0
58.0,C Littleton,25,LB,16,16.0,228.0,75.0,11/18/1993,2,13,RAM,2018.0
96.0,M Longacre,27,DE,13,7.0,265.0,75.0,9/21/1991,3,3,RAM,2018.0
14.0,S Mannion,26,QB,3,0.0,230.0,78.0,4/25/1992,3,0,RAM,2018.0
44.0,J McQuaide,31,LS,16,0.0,247.0,74.0,12/7/1987,7,1,RAM,2018.0
0,J Mundt,24,TE,10,0.0,233.0,76.0,11/23/1994,1,0,RAM,2018.0
19.0,J Natson,24,WR,13,0.0,153.0,67.0,2/1/1994,1,0,RAM,2018.0
70.0,J Noteboom,23,T,16,0.0,321.0,77.0,6/19/1995,0,2,RAM,2018.0
22.0,M Peters,25,DB,16,16.0,197.0,72.0,1/9/1993,3,5,RAM,2018.0
0,J Reynolds,23,WR,16,8.0,196.0,75.0,2/16/1995,1,4,RAM,2018.0
23.0,N Robey-Coleman,26,DB,16,1.0,180.0,68.0,1/17/1992,5,1,RAM,2018.0
76.0,R Saffold,30,T,16,16.0,325.0,77.0,6/6/1988,8,11,RAM,2018.0
3.0,C Santos,27,PK,2,0.0,175.0,68.0,11/12/1991,4,0,RAM,2018.0
37.0,S Shields,31,DB,16,2.0,178.0,71.0,12/8/1987,8,2,RAM,2018.0
0,T Smart,24,DT,2,0.0,295.0,73.0,11/6/1994,1,0,RAM,2018.0
93.0,N Suh,31,DT,16,16.0,313.0,76.0,1/6/1987,8,8,RAM,2018.0
65.0,J Sullivan,33,GC,16,16.0,312.0,76.0,8/8/1985,10,11,RAM,2018.0
21.0,A Talib,32,DB,8,8.0,209.0,73.0,2/13/1986,10,3,RAM,2018.0
88.0,M Thomas,24,WR,1,0.0,189.0,73.0,8/16/1994,2,0,RAM,2018.0
95.0,E Westbrooks,28,DE,16,0.0,287.0,76.0,11/15/1990,4,1,RAM,2018.0
77.0,A Whitworth,37,T,16,16.0,330.0,79.0,12/12/1981,12,11,RAM,2018.0
31.0,D Williams,25,DB,1,0.0,187.0,69.0,3/15/1993,0,0,RAM,2018.0
15.0,N Williams,28,WR,2,0.0,184.0,70.0,11/23/1990,5,0,RAM,2018.0
52.0,R Wilson,26,LB,16,4.0,238.0,74.0,8/19/1992,3,3,RAM,2018.0
17.0,R Woods,26,WR,16,16.0,195.0,72.0,4/10/1992,5,14,RAM,2018.0
0,T Young,23,DE,2,0.0,259.0,76.0,4/1/1995,0,0,RAM,2018.0
4.0,G Zuerlein,31,PK,11,0.0,191.0,72.0,12/27/1987,6,3,RAM,2018.0
55.0,B Allen,24,GC,9,9.0,303.0,74.0,10/11/1995,1,5,RAM,2019.0
86.0,K Blanton,24,TE,1,0.0,260.0,78.0,11/10/1995,0,0,RAM,2019.0
66.0,A Blythe,27,GC,15,15.0,280.0,74.0,6/16/1992,3,8,RAM,2019.0
5.0,B Bortles,27,QB,3,0.0,236.0,77.0,4/28/1992,5,0,RAM,2019.0
67.0,C Brewer,22,T,7,0.0,319.0,78.0,6/12/1997,0,1,RAM,2019.0
90.0,M Brockers,29,DT,16,16.0,297.0,77.0,12/21/1990,7,7,RAM,2019.0
34.0,M Brown,26,RB,14,1.0,225.0,71.0,5/15/1993,4,2,RAM,2019.0
26.0,M Christian,25,S,16,1.0,195.0,71.0,10/27/1994,3,2,RAM,2019.0
12.0,B Cooks,26,WR,14,14.0,183.0,70.0,9/25/1993,5,5,RAM,2019.0
63.0,A Corbett,24,GC,8,7.0,306.0,76.0,9/5/1995,1,4,RAM,2019.0
21.0,D Deayon,25,DB,3,0.0,159.0,69.0,1/28/1994,2,0,RAM,2019.0
64.0,J Demby,23,T,6,1.0,321.0,77.0,6/20/1996,1,1,RAM,2019.0
99.0,A Donald,28,DT,16,16.0,280.0,73.0,5/23/1991,5,14,RAM,2019.0
50.0,S Ebukam,24,LB,16,5.0,245.0,75.0,5/9/1995,2,3,RAM,2019.0
73.0,D Edwards,22,OL,16,10.0,308.0,78.0,3/20/1997,0,6,RAM,2019.0
71.0,B Evans,22,OL,9,7.0,312.0,76.0,3/24/1997,0,4,RAM,2019.0
81.0,G Everett,25,TE,13,2.0,240.0,75.0,6/25/1994,2,3,RAM,2019.0
56.0,D Fowler,25,LB,16,14.0,255.0,75.0,8/3/1994,3,7,RAM,2019.0
97.0,M Fox,25,DL,16,3.0,260.0,75.0,9/12/1994,3,2,RAM,2019.0
91.0,G Gaines,23,DL,10,0.0,312.0,73.0,5/6/1996,0,1,RAM,2019.0
39.0,J Gervase,24,DB,2,0.0,212.0,73.0,9/18/1995,0,0,RAM,2019.0
16.0,J Goff,25,QB,16,16.0,217.0,76.0,10/14/1994,3,12,RAM,2019.0
30.0,T Gurley,25,RB,15,15.0,224.0,73.0,8/3/1994,4,6,RAM,2019.0
54.0,B Hager,27,LB,5,4.0,237.0,73.0,5/4/1992,4,1,RAM,2019.0
79.0,R Havenstein,27,T,9,9.0,330.0,80.0,5/13/1992,4,5,RAM,2019.0
6.0,J Hekker,29,PK,16,0.0,241.0,77.0,2/8/1990,7,3,RAM,2019.0
27.0,D Henderson,22,RB,13,0.0,208.0,68.0,8/19/1997,0,1,RAM,2019.0
89.0,T Higbee,26,TE,15,15.0,255.0,78.0,1/1/1993,3,6,RAM,2019.0
20.0,T Hill,28,DB,14,9.0,183.0,71.0,8/29/1991,4,5,RAM,2019.0
48.0,T Howard,23,LB,16,0.0,219.0,73.0,5/10/1996,1,1,RAM,2019.0
43.0,J Johnson,24,S,6,5.0,209.0,72.0,12/19/1995,2,3,RAM,2019.0
69.0,S Joseph,24,DT,16,15.0,310.0,76.0,3/21/1995,1,6,RAM,2019.0
42.0,J Kelly,23,RB,4,0.0,205.0,70.0,10/4/1996,1,0,RAM,2019.0
18.0,C Kupp,26,WR,16,14.0,208.0,74.0,6/15/1993,2,9,RAM,2019.0
58.0,C Littleton,26,LB,16,16.0,228.0,75.0,11/18/1993,3,8,RAM,2019.0
25.0,D Long,21,DB,8,0.0,196.0,71.0,2/6/1998,0,1,RAM,2019.0
52.0,C Matthews,33,LB,13,13.0,255.0,75.0,5/14/1986,10,5,RAM,2019.0
44.0,J McQuaide,32,LS,16,0.0,247.0,74.0,12/7/1987,8,1,RAM,2019.0
82.0,J Mundt,25,TE,13,2.0,233.0,76.0,11/23/1994,2,0,RAM,2019.0
19.0,J Natson,25,WR,12,0.0,153.0,67.0,2/1/1994,2,0,RAM,2019.0
70.0,J Noteboom,24,T,6,6.0,321.0,77.0,6/19/1995,1,3,RAM,2019.0
45.0,O Okoronkwo,24,DE,10,0.0,253.0,73.0,4/24/1995,1,1,RAM,2019.0
57.0,N Patrick,22,LB,12,0.0,242.0,75.0,7/9/1997,0,1,RAM,2019.0
22.0,M Peters,26,DB,6,6.0,197.0,72.0,1/9/1993,4,4,RAM,2019.0
20.0,J Ramsey,25,DB,9,8.0,208.0,73.0,10/24/1994,3,8,RAM,2019.0
24.0,T Rapp,22,S,15,10.0,208.0,72.0,12/22/1997,0,6,RAM,2019.0
51.0,T Reeder,25,LB,16,8.0,245.0,75.0,9/13/1994,0,4,RAM,2019.0
83.0,J Reynolds,24,WR,16,2.0,196.0,75.0,2/16/1995,2,3,RAM,2019.0
23.0,N Robey-Coleman,27,DB,16,3.0,180.0,68.0,1/17/1992,6,2,RAM,2019.0
33.0,N Scott,24,S,16,0.0,201.0,71.0,5/17/1995,0,1,RAM,2019.0
65.0,C Shelton,24,GC,11,0.0,299.0,76.0,7/28/1995,0,1,RAM,2019.0
92.0,T Smart,25,DT,13,0.0,295.0,73.0,11/6/1994,2,1,RAM,2019.0
21.0,A Talib,33,DB,5,5.0,209.0,73.0,2/13/1986,11,2,RAM,2019.0
88.0,M Thomas,25,WR,16,0.0,189.0,73.0,8/16/1994,3,0,RAM,2019.0
14.0,N Webster,23,WR,5,0.0,180.0,70.0,1/27/1996,0,0,RAM,2019.0
32.0,E Weddle,34,DB,16,16.0,195.0,71.0,1/4/1985,12,7,RAM,2019.0
77.0,A Whitworth,38,T,16,16.0,330.0,79.0,12/12/1981,13,8,RAM,2019.0
31.0,D Williams,26,DB,12,3.0,187.0,69.0,3/15/1993,1,3,RAM,2019.0
17.0,R Woods,27,WR,15,15.0,195.0,72.0,4/10/1992,6,9,RAM,2019.0
41.0,K Young,25,LB,9,0.0,234.0,73.0,11/15/1994,1,1,RAM,2019.0
4.0,G Zuerlein,32,PK,16,0.0,191.0,72.0,12/27/1987,7,2,RAM,2019.0
23.0,C Akers,21,RB,13,5.0,212.0,71.0,6/22/1999,0,4,RAM,2020.0
72.0,T Anchrum,22,OL,12,0.0,315.0,74.0,6/24/1998,0,1,RAM,2020.0
66.0,A Blythe,28,GC,16,16.0,280.0,74.0,6/16/1992,4,6,RAM,2020.0
90.0,M Brockers,30,DT,15,15.0,297.0,77.0,12/21/1990,8,10,RAM,2020.0
34.0,M Brown,27,RB,16,0.0,225.0,71.0,5/15/1993,5,3,RAM,2020.0
26.0,T Burgess,22,S,7,0.0,202.0,71.0,11/12/1998,0,0,RAM,2020.0
30.0,R Calais,22,RB,4,0.0,188.0,68.0,4/2/1998,0,0,RAM,2020.0
93.0,M Copeland,23,DL,1,0.0,285.0,74.0,5/9/1997,0,0,RAM,2020.0
63.0,A Corbett,25,GC,16,16.0,306.0,76.0,9/5/1995,2,6,RAM,2020.0
99.0,A Donald,29,DT,16,16.0,280.0,73.0,5/23/1991,6,24,RAM,2020.0
50.0,S Ebukam,25,LB,16,14.0,245.0,75.0,5/9/1995,3,9,RAM,2020.0
73.0,D Edwards,23,OL,16,14.0,308.0,78.0,3/20/1997,1,6,RAM,2020.0
71.0,B Evans,23,OL,5,0.0,312.0,76.0,3/24/1997,1,0,RAM,2020.0
81.0,G Everett,26,TE,16,7.0,240.0,75.0,6/25/1994,3,3,RAM,2020.0
54.0,L Floyd,28,LB,16,16.0,240.0,77.0,9/8/1992,4,12,RAM,2020.0
2.0,K Forbath,33,PK,2,0.0,197.0,71.0,9/2/1987,9,0,RAM,2020.0
97.0,M Fox,26,DL,16,2.0,260.0,75.0,9/12/1994,4,4,RAM,2020.0
32.0,J Fuller,22,S,12,12.0,203.0,74.0,3/4/1998,0,5,RAM,2020.0
91.0,G Gaines,24,DL,16,0.0,312.0,73.0,5/6/1996,1,2,RAM,2020.0
1.0,M Gay,26,PK,7,0.0,232.0,72.0,3/15/1994,1,2,RAM,2020.0
39.0,J Gervase,25,DB,1,0.0,212.0,73.0,9/18/1995,1,0,RAM,2020.0
16.0,J Goff,26,QB,15,15.0,217.0,76.0,10/14/1994,4,10,RAM,2020.0
79.0,R Havenstein,28,T,16,16.0,330.0,80.0,5/13/1992,5,8,RAM,2020.0
6.0,J Hekker,30,PK,16,0.0,241.0,77.0,2/8/1990,8,3,RAM,2020.0
27.0,D Henderson,23,RB,15,11.0,208.0,68.0,8/19/1997,1,4,RAM,2020.0
89.0,T Higbee,27,TE,15,15.0,255.0,78.0,1/1/1993,4,4,RAM,2020.0
22.0,T Hill,29,DB,16,16.0,183.0,71.0,8/29/1991,5,8,RAM,2020.0
58.0,J Hollins,24,DE,16,0.0,248.0,77.0,1/15/1996,1,2,RAM,2020.0
88.0,B Hopkins,23,TE,5,0.0,245.0,76.0,3/27/1997,0,0,RAM,2020.0
46.0,J Hughes,22,DB,12,0.0,188.0,71.0,7/19/1998,0,1,RAM,2020.0
12.0,V Jefferson,24,WR,16,0.0,200.0,73.0,7/26/1996,0,2,RAM,2020.0
43.0,J Johnson,25,S,16,16.0,209.0,72.0,12/19/1995,3,6,RAM,2020.0
35.0,X Jones,23,RB,13,0.0,208.0,71.0,8/24/1997,0,0,RAM,2020.0
69.0,S Joseph,25,DT,16,16.0,310.0,76.0,3/21/1995,2,10,RAM,2020.0
59.0,M Kiser,25,LB,9,9.0,244.0,72.0,1/25/1995,2,5,RAM,2020.0
10.0,C Kupp,27,WR,15,12.0,208.0,74.0,6/15/1993,3,7,RAM,2020.0
52.0,T Lewis,22,LB,8,0.0,262.0,77.0,8/25/1998,0,1,RAM,2020.0
25.0,D Long,22,DB,16,1.0,196.0,71.0,2/6/1998,1,1,RAM,2020.0
44.0,J McQuaide,33,LS,16,0.0,247.0,74.0,12/7/1987,9,1,RAM,2020.0
47.0,D Moncrief,27,LB,1,0.0,220.0,74.0,6/25/1993,0,0,RAM,2020.0
82.0,J Mundt,26,TE,16,1.0,233.0,76.0,11/23/1994,3,0,RAM,2020.0
70.0,J Noteboom,25,T,10,9.0,321.0,77.0,6/19/1995,2,4,RAM,2020.0
45.0,O Okoronkwo,25,DE,10,0.0,253.0,73.0,4/24/1995,2,1,RAM,2020.0
57.0,N Patrick,23,LB,13,0.0,242.0,75.0,7/9/1997,1,1,RAM,2020.0
95.0,J Polite,23,DE,11,0.0,258.0,75.0,3/30/1997,0,1,RAM,2020.0
20.0,J Ramsey,26,DB,15,15.0,208.0,73.0,10/24/1994,4,15,RAM,2020.0
24.0,T Rapp,23,S,9,5.0,208.0,72.0,12/22/1997,1,2,RAM,2020.0
36.0,J Reed,24,DB,7,0.0,194.0,73.0,3/11/1996,0,0,RAM,2020.0
51.0,T Reeder,26,LB,16,7.0,245.0,75.0,9/13/1994,1,5,RAM,2020.0
11.0,J Reynolds,25,WR,16,13.0,196.0,75.0,2/16/1995,3,4,RAM,2020.0
49.0,D Rivers,26,DE,5,0.0,250.0,77.0,5/9/1994,2,1,RAM,2020.0
94.0,A Robinson,25,DT,8,0.0,330.0,76.0,3/21/1995,4,1,RAM,2020.0
33.0,N Scott,25,S,15,0.0,201.0,71.0,5/17/1995,1,1,RAM,2020.0
65.0,C Shelton,25,GC,15,0.0,299.0,76.0,7/28/1995,1,1,RAM,2020.0
1.0,S Sloman,23,PK,7,0.0,205.0,68.0,9/19/1997,0,0,RAM,2020.0
14.0,N Webster,24,WR,16,0.0,180.0,70.0,1/27/1996,1,0,RAM,2020.0
77.0,A Whitworth,39,T,9,9.0,330.0,79.0,12/12/1981,14,4,RAM,2020.0
31.0,D Williams,27,DB,16,10.0,187.0,69.0,3/15/1993,2,5,RAM,2020.0
9.0,J Wolford,25,QB,1,1.0,200.0,73.0,10/16/1995,0,1,RAM,2020.0
17.0,R Woods,28,WR,16,16.0,195.0,72.0,4/10/1992,7,7,RAM,2020.0
41.0,K Young,26,LB,16,6.0,234.0,73.0,11/15/1994,2,6,RAM,2020.0
59.0,I Alama-Francis,26,DE,11,0.0,280.0,77.0,12/4/1984,3,1,MIA,2010.0
32.0,J Allen,27,DB,8,7.0,200.0,73.0,7/5/1983,4,3,MIA,2010.0
40.0,J Amaya,22,DB,10,0.0,203.0,73.0,11/25/1988,0,1,MIA,2010.0
95.0,C Baker,23,DT,1,0.0,306.0,74.0,10/8/1987,1,0,MIA,2010.0
90.0,R Baker,26,DE,9,0.0,295.0,77.0,11/25/1984,1,1,MIA,2010.0
37.0,Y Bell,32,DB,16,16.0,205.0,72.0,3/3/1978,6,6,MIA,2010.0
67.0,J Berger,28,T,15,14.0,305.0,77.0,5/25/1982,5,6,MIA,2010.0
15.0,D Bess,25,WR,16,8.0,190.0,70.0,9/13/1985,2,5,MIA,2010.0
23.0,R Brown,29,RB,16,16.0,223.0,72.0,12/12/1981,5,4,MIA,2010.0
72.0,V Carey,29,T,12,12.0,340.0,77.0,7/31/1981,6,5,MIA,2010.0
50.0,B Carpenter,27,LB,5,2.0,249.0,74.0,8/1/1983,4,1,MIA,2010.0
5.0,D Carpenter,25,PK,16,0.0,216.0,74.0,11/25/1985,2,2,MIA,2010.0
28.0,N Carroll,23,DB,13,1.0,202.0,73.0,1/16/1987,0,1,MIA,2010.0
30.0,C Clemons,25,DB,15,14.0,210.0,73.0,9/15/1985,1,5,MIA,2010.0
38.0,P Cobbs,27,RB,16,1.0,205.0,68.0,1/31/1983,4,1,MIA,2010.0
52.0,C Crowder,27,LB,11,11.0,250.0,74.0,12/2/1983,5,5,MIA,2010.0
29.0,T Culver,27,DB,15,0.0,210.0,73.0,7/6/1983,4,1,MIA,2010.0
83.0,K Curtis,32,WR,2,0.0,186.0,72.0,7/17/1978,7,0,MIA,2010.0
58.0,K Dansby,29,LB,14,13.0,250.0,76.0,11/3/1981,6,7,MIA,2010.0
21.0,V Davis,22,DB,16,15.0,207.0,71.0,5/27/1988,1,5,MIA,2010.0
92.0,J Denney,32,DE,16,0.0,242.0,77.0,12/13/1978,5,5,MIA,2010.0
51.0,T Dobbins,28,LB,16,6.0,234.0,73.0,12/10/1982,4,4,MIA,2010.0
95.0,L Dotson,25,DT,3,0.0,289.0,76.0,2/11/1985,2,0,MIA,2010.0
81.0,D Epps,22,TE,3,0.0,246.0,75.0,6/19/1988,0,0,MIA,2010.0
80.0,A Fasano,26,TE,15,15.0,258.0,76.0,4/20/1984,4,3,MIA,2010.0
69.0,R Feinga,24,GC,3,0.0,321.0,77.0,5/8/1986,0,0,MIA,2010.0
2.0,B Fields,26,PK,16,0.0,249.0,77.0,5/21/1984,3,3,MIA,2010.0
62.0,C Geathers,23,DE,1,0.0,281.0,80.0,12/11/1987,0,0,MIA,2010.0
31.0,A Harris,36,DB,3,0.0,190.0,73.0,12/7/1974,12,0,MIA,2010.0
82.0,B Hartline,24,WR,12,11.0,180.0,74.0,11/22/1986,1,4,MIA,2010.0
7.0,C Henne,25,QB,15,14.0,215.0,75.0,7/2/1985,2,6,MIA,2010.0
26.0,L Hilliard,26,RB,16,0.0,233.0,71.0,7/30/1984,2,0,MIA,2010.0
68.0,R Incognito,27,GC,16,16.0,322.0,76.0,7/5/1983,4,6,MIA,2010.0
74.0,J Jerry,24,GC,12,10.0,340.0,77.0,6/14/1986,0,4,MIA,2010.0
57.0,M Johnson,22,LB,1,0.0,257.0,74.0,6/22/1988,0,0,MIA,2010.0
20.0,R Jones,22,DB,13,2.0,215.0,73.0,2/25/1988,0,2,MIA,2010.0
70.0,K Langford,24,DE,16,16.0,305.0,78.0,1/27/1986,2,8,MIA,2010.0
77.0,J Long,25,T,16,16.0,315.0,79.0,5/9/1985,2,12,MIA,2010.0
19.0,B Marshall,26,WR,14,14.0,232.0,77.0,3/23/1984,4,6,MIA,2010.0
88.0,J Mastrud,23,TE,8,2.0,247.0,77.0,12/17/1987,0,0,MIA,2010.0
78.0,T McDaniel,25,DT,15,1.0,305.0,79.0,1/20/1985,4,3,MIA,2010.0
79.0,P McQuistan,27,T,16,8.0,317.0,78.0,4/30/1983,4,4,MIA,2010.0
97.0,P Merling,25,DE,5,0.0,272.0,77.0,8/19/1985,2,0,MIA,2010.0
55.0,K Misi,23,LB,16,11.0,244.0,75.0,1/17/1987,0,6,MIA,2010.0
14.0,M Moore,23,WR,9,0.0,190.0,72.0,9/3/1987,0,1,MIA,2010.0
93.0,Q Moses,27,DE,15,0.0,261.0,77.0,11/18/1983,3,2,MIA,2010.0
76.0,L Murtha,25,T,8,4.0,310.0,79.0,11/13/1985,1,2,MIA,2010.0
86.0,J Nalbone,24,TE,2,0.0,257.0,76.0,5/14/1986,1,0,MIA,2010.0
32.0,N Ness,24,DB,3,0.0,190.0,73.0,9/5/1986,0,0,MIA,2010.0
98.0,J Odrick,23,DT,1,1.0,301.0,77.0,12/31/1987,0,0,MIA,2010.0
31.0,E Oglesby,29,DB,1,0.0,182.0,71.0,12/18/1981,5,0,MIA,2010.0
10.0,C Pennington,34,QB,1,1.0,230.0,75.0,6/26/1976,10,0,MIA,2010.0
36.0,L Polite,29,RB,16,10.0,245.0,72.0,9/14/1981,6,1,MIA,2010.0
71.0,C Procter,28,GC,10,1.0,311.0,76.0,10/18/1982,3,1,MIA,2010.0
27.0,B Sapp,29,DB,16,6.0,190.0,69.0,1/20/1981,6,3,MIA,2010.0
86.0,M Shuler,24,TE,6,2.0,242.0,76.0,10/9/1986,0,0,MIA,2010.0
22.0,C Smith,25,RB,2,0.0,190.0,68.0,7/4/1985,2,0,MIA,2010.0
24.0,S Smith,23,DB,15,8.0,215.0,74.0,7/14/1987,1,3,MIA,2010.0
96.0,P Soliai,27,DT,16,14.0,344.0,76.0,12/30/1983,3,7,MIA,2010.0
53.0,A Spitler,24,LB,12,0.0,244.0,75.0,10/26/1986,0,1,MIA,2010.0
94.0,R Starks,27,DT,16,16.0,305.0,76.0,12/14/1983,6,10,MIA,2010.0
16.0,T Thigpen,26,QB,5,1.0,235.0,75.0,4/14/1984,3,1,MIA,2010.0
91.0,C Wake,28,LB,16,16.0,263.0,75.0,1/30/1982,1,13,MIA,2010.0
53.0,E Walden,25,LB,2,0.0,250.0,74.0,8/21/1985,2,0,MIA,2010.0
18.0,R Wallace,24,WR,12,0.0,225.0,76.0,5/10/1986,0,0,MIA,2010.0
34.0,R Williams,33,RB,16,0.0,226.0,70.0,5/21/1977,11,4,MIA,2010.0
59.0,I Alama-Francis,27,DE,5,0.0,280.0,77.0,12/4/1984,4,0,MIA,2011.0
42.0,G Alexander,27,DB,2,0.0,210.0,72.0,6/28/1984,4,0,MIA,2011.0
25.0,W Allen,33,DB,15,6.0,195.0,70.0,8/5/1978,10,3,MIA,2011.0
90.0,R Baker,27,DE,2,0.0,295.0,77.0,11/25/1984,2,0,MIA,2011.0
37.0,Y Bell,33,DB,16,16.0,205.0,72.0,3/3/1978,7,7,MIA,2011.0
15.0,D Bess,26,WR,16,4.0,190.0,70.0,9/13/1985,3,5,MIA,2011.0
56.0,K Burnett,29,LB,16,16.0,230.0,75.0,12/24/1982,6,10,MIA,2011.0
22.0,R Bush,26,RB,15,15.0,205.0,72.0,3/2/1985,5,10,MIA,2011.0
72.0,V Carey,30,T,15,15.0,340.0,77.0,7/31/1981,7,7,MIA,2011.0
5.0,D Carpenter,26,PK,14,0.0,216.0,74.0,11/25/1985,3,3,MIA,2011.0
28.0,N Carroll,24,DB,15,3.0,202.0,73.0,1/16/1987,1,2,MIA,2011.0
31.0,C Clay,22,TE,14,9.0,246.0,75.0,2/13/1989,0,2,MIA,2011.0
30.0,C Clemons,26,DB,14,0.0,210.0,73.0,9/15/1985,2,1,MIA,2011.0
71.0,M Colombo,33,T,16,16.0,320.0,80.0,10/8/1978,9,8,MIA,2011.0
62.0,R Cook,28,GC,7,0.0,325.0,78.0,5/8/1983,5,1,MIA,2011.0
29.0,T Culver,28,DB,16,4.0,210.0,73.0,7/6/1983,5,3,MIA,2011.0
58.0,K Dansby,30,LB,16,16.0,250.0,76.0,11/3/1981,7,9,MIA,2011.0
21.0,V Davis,23,DB,12,12.0,207.0,71.0,5/27/1988,2,6,MIA,2011.0
