No,Player,Age,Pos,G,GS,Wt,Ht,BirthDate,Yrs,AV,Team,Year
95.0,B Urban,30.0,DE,6,4,295.0,79.0,5/5/1991,7,2.0,DAL,2021
95.0,M Agim,24.0,DL,7,0,309.0,75.0,9/25/1997,1,1.0,DEN,2021
76.0,C Anderson,25.0,T,11,3,300.0,77.0,3/25/1996,1,2.0,DEN,2021
75.0,Q Bailey,26.0,T,4,0,323.0,78.0,10/18/1995,2,0.0,DEN,2021
34.0,E Bassey,23.0,DB,1,0,190.0,70.0,8/12/1998,1,0.0,DEN,2021
46.0,J Bobenmoyer,24.0,LS,17,0,235.0,74.0,5/28/1997,1,1.0,DEN,2021
72.0,G Bolles,29.0,T,14,14,300.0,77.0,5/27/1992,4,7.0,DEN,2021
26.0,M Boone,26.0,RB,8,0,205.0,70.0,7/30/1995,3,0.0,DEN,2021
56.0,B Browning,22.0,LB,14,9,240.0,75.0,2/19/1999,0,5.0,DEN,2021
29.0,B Callahan,30.0,DB,11,6,188.0,69.0,10/23/1991,6,3.0,DEN,2021
55.0,B Chubb,25.0,DE,7,7,275.0,76.0,6/24/1996,3,4.0,DEN,2021
16.0,T Cleveland,24.0,WR,7,0,209.0,74.0,9/20/1997,1,0.0,DEN,2021
53.0,J Cooper,23.0,LB,16,5,254.0,75.0,1/8/1998,0,4.0,DEN,2021
28.0,D Crockett,24.0,RB,12,0,225.0,71.0,12/22/1997,0,0.0,DEN,2021
79.0,L III,24.0,OL,16,16,312.0,75.0,11/22/1997,1,7.0,DEN,2021
87.0,N Fant,24.0,TE,16,16,249.0,76.0,11/20/1997,2,6.0,DEN,2021
73.0,C Fleming,29.0,T,5,4,325.0,78.0,9/3/1992,7,2.0,DEN,2021
12.0,M Ford,26.0,DB,13,0,194.0,72.0,8/4/1995,3,1.0,DEN,2021
17.0,T Fulgham,26.0,WR,1,0,215.0,74.0,9/13/1995,2,0.0,DEN,2021
23.0,K Fuller,29.0,DB,16,10,190.0,71.0,2/16/1992,7,4.0,DEN,2021
25.0,M Gordon,28.0,RB,16,16,215.0,73.0,4/13/1993,6,7.0,DEN,2021
50.0,J Griffith,24.0,LB,13,4,250.0,76.0,1/27/1997,0,3.0,DEN,2021
27.0,N Hairston,27.0,DB,16,1,185.0,72.0,6/30/1994,4,1.0,DEN,2021
96.0,S Harris,30.0,DE,16,16,290.0,74.0,8/11/1991,7,9.0,DEN,2021
9.0,K Hinton,24.0,WR,16,1,195.0,72.0,2/19/1997,1,1.0,DEN,2021
10.0,J Jeudy,22.0,WR,10,5,193.0,73.0,4/24/1999,1,4.0,DEN,2021
41.0,J Johnson,22.0,DB,3,0,197.0,73.0,11/22/1999,0,0.0,DEN,2021
93.0,D Jones,24.0,DL,16,7,281.0,75.0,1/5/1997,2,5.0,DEN,2021
43.0,M Kiser,26.0,LB,10,2,244.0,72.0,1/25/1995,3,2.0,DEN,2021
3.0,D Lock,25.0,QB,6,3,228.0,76.0,11/10/1996,2,3.0,DEN,2021
37.0,P Locke,24.0,DB,16,0,202.0,70.0,2/12/1997,1,1.0,DEN,2021
6.0,S Martin,31.0,PK,17,0,211.0,73.0,2/27/1990,8,2.0,DEN,2021
70.0,B Massie,32.0,T,13,13,316.0,78.0,8/1/1989,9,7.0,DEN,2021
8.0,B McManus,30.0,PK,17,0,201.0,75.0,7/25/1991,7,4.0,DEN,2021
77.0,Q Meinerz,23.0,OL,15,9,320.0,75.0,11/15/1998,0,4.0,DEN,2021
48.0,A Mintze,23.0,LB,6,0,249.0,75.0,9/10/1998,0,1.0,DEN,2021
52.0,N Muti,22.0,OL,15,3,315.0,75.0,3/27/1999,1,2.0,DEN,2021
13.0,M Ojemudia,24.0,DB,2,1,200.0,73.0,9/12/1997,1,0.0,DEN,2021
85.0,A Okwuegbunam,23.0,TE,14,6,258.0,77.0,4/25/1998,1,3.0,DEN,2021
94.0,A Patrick,25.0,DE,12,1,245.0,76.0,12/21/1996,0,1.0,DEN,2021
81.0,T Patrick,28.0,WR,16,16,212.0,76.0,11/23/1993,3,6.0,DEN,2021
98.0,M Purcell,30.0,DT,13,10,328.0,75.0,4/20/1991,8,6.0,DEN,2021
59.0,M Reed,25.0,LB,14,13,235.0,74.0,8/5/1996,2,8.0,DEN,2021
4.0,B Rypien,25.0,QB,1,0,202.0,74.0,7/9/1996,1,0.0,DEN,2021
82.0,E Saubert,27.0,TE,17,4,253.0,77.0,5/1/1994,4,0.0,DEN,2021
71.0,A Schlottmann,26.0,GC,10,1,300.0,78.0,9/18/1995,2,1.0,DEN,2021
31.0,J Simmons,28.0,S,17,17,202.0,74.0,11/19/1993,5,12.0,DEN,2021
11.0,D Spencer,29.0,WR,15,0,170.0,68.0,3/19/1992,2,0.0,DEN,2021
51.0,M Spencer,24.0,DE,1,0,300.0,76.0,7/16/1997,0,0.0,DEN,2021
99.0,S Stephen,30.0,DT,17,0,310.0,77.0,2/25/1991,7,1.0,DEN,2021
30.0,C Sterns,22.0,S,15,2,207.0,73.0,11/2/1999,0,2.0,DEN,2021
40.0,J Strnad,25.0,LB,16,5,238.0,75.0,8/21/1996,0,3.0,DEN,2021
14.0,C Sutton,26.0,WR,17,16,216.0,76.0,10/10/1995,3,7.0,DEN,2021
54.0,B Wade,23.0,LB,4,0,232.0,73.0,3/16/1998,0,0.0,DEN,2021
91.0,S Weatherly,27.0,LB,9,1,262.0,77.0,3/19/1994,5,1.0,DEN,2021
33.0,J Williams,21.0,RB,17,1,220.0,70.0,4/25/2000,0,8.0,DEN,2021
19.0,S Williams,21.0,WR,2,1,211.0,75.0,4/10/2000,0,0.0,DEN,2021
41.0,K Young,27.0,LB,6,6,234.0,73.0,11/15/1994,3,3.0,DEN,2021
83.0,A Beck,25.0,TE,12,0,255.0,75.0,5/15/1996,2,0.0,DEN,2021
5.0,T Bridgewater,29.0,QB,14,14,215.0,74.0,11/10/1992,7,10.0,DEN,2021
21.0,R Darby,27.0,DB,11,11,193.0,71.0,1/2/1994,6,4.0,DEN,2021
61.0,G Glasgow,29.0,OG,7,7,310.0,78.0,7/19/1992,5,3.0,DEN,2021
1.0,K Hamler,22.0,WR,3,2,178.0,69.0,7/8/1999,1,1.0,DEN,2021
22.0,K Jackson,33.0,DB,15,15,183.0,70.0,4/10/1988,11,6.0,DEN,2021
47.0,J Jewell,27.0,LB,2,2,236.0,73.0,12/25/1994,3,1.0,DEN,2021
45.0,A Johnson,30.0,LB,6,6,255.0,74.0,12/24/1991,3,4.0,DEN,2021
66.0,D Risner,26.0,OL,15,15,312.0,77.0,7/13/1995,2,6.0,DEN,2021
2.0,P II,21.0,DB,16,15,202.0,74.0,4/14/2000,0,7.0,DEN,2021
90.0,D Williams,29.0,DT,15,8,292.0,73.0,12/29/1992,5,5.0,DEN,2021
55.0,D Barnes,22.0,LB,17,6,238.0,72.0,5/29/1999,0,3.0,DET,2021
59.0,T Beckett,24.0,LB,4,0,214.0,70.0,10/21/1997,0,0.0,DET,2021
17.0,T Benson,24.0,WR,8,2,180.0,72.0,1/16/1997,0,1.0,DET,2021
43.0,R Berry,25.0,TE,5,0,255.0,76.0,10/14/1996,1,0.0,DET,2021
10.0,D Blough,26.0,QB,1,0,205.0,73.0,7/31/1995,2,0.0,DET,2021
12.0,T Boyle,27.0,QB,5,3,233.0,76.0,10/3/1994,3,2.0,DET,2021
91.0,M Brockers,31.0,DT,16,16,297.0,77.0,12/21/1990,9,6.0,DET,2021
63.0,E Brown,25.0,GC,16,12,320.0,75.0,9/16/1996,3,5.0,DET,2021
2.0,A Bryant,25.0,DE,14,5,260.0,77.0,11/12/1996,2,3.0,DET,2021
45.0,J Cabinda,25.0,LB,14,4,240.0,73.0,3/17/1996,3,0.0,DET,2021
96.0,J Cornell,25.0,DE,1,0,285.0,75.0,12/30/1996,0,0.0,DET,2021
47.0,S Daly,27.0,LS,17,0,245.0,73.0,2/7/1994,3,1.0,DET,2021
68.0,T Decker,28.0,T,9,9,318.0,79.0,8/23/1993,5,4.0,DET,2021
42.0,J Elliott,23.0,DB,8,1,210.0,72.0,7/7/1998,0,1.0,DET,2021
3.0,J Fox,25.0,PK,17,0,215.0,74.0,9/1/1996,1,3.0,DET,2021
40.0,M Gilbert,24.0,DB,8,0,175.0,73.0,6/1/1997,0,0.0,DET,2021
16.0,J Goff,27.0,QB,14,14,217.0,76.0,10/14/1994,5,10.0,DET,2021
53.0,C Harris,26.0,DE,17,14,252.0,75.0,3/6/1995,4,6.0,DET,2021
25.0,W Harris,26.0,S,17,17,206.0,73.0,12/19/1995,2,4.0,DET,2021
76.0,B Hector,27.0,DT,3,0,296.0,74.0,10/7/1994,3,0.0,DET,2021
18.0,K Hodge,26.0,WR,16,1,183.0,71.0,1/3/1995,3,1.0,DET,2021
69.0,W Holden,28.0,T,14,1,312.0,79.0,9/14/1993,4,1.0,DET,2021
35.0,G Igwebuike,27.0,RB,17,1,212.0,72.0,9/10/1994,3,1.0,DET,2021
73.0,J Jackson,24.0,OL,16,16,308.0,76.0,2/5/1997,1,6.0,DET,2021
28.0,J Jefferson,21.0,RB,7,0,212.0,70.0,4/15/2000,0,1.0,DET,2021
85.0,T Kennedy,25.0,WR,12,0,195.0,70.0,7/29/1996,2,1.0,DET,2021
78.0,T Kraemer,23.0,GC,9,3,319.0,78.0,4/16/1998,0,2.0,DET,2021
52.0,J Lemonier,24.0,DE,7,2,240.0,75.0,1/31/1997,1,1.0,DET,2021
31.0,D Marlowe,29.0,S,16,9,203.0,73.0,7/25/1992,6,3.0,DET,2021
74.0,R McCollum,23.0,OL,13,1,300.0,77.0,3/4/1998,0,1.0,DET,2021
54.0,A McNeill,21.0,DT,17,6,330.0,74.0,5/11/2000,0,3.0,DET,2021
26.0,I Melifonwu,22.0,DB,7,4,210.0,75.0,5/2/1999,0,2.0,DET,2021
38.0,C Moore,26.0,DB,17,1,197.0,71.0,12/15/1995,2,1.0,DET,2021
29.0,P Motley,24.0,DB,1,0,175.0,72.0,10/28/1997,1,0.0,DET,2021
67.0,M Nelson,26.0,T,13,11,316.0,79.0,12/19/1995,1,5.0,DET,2021
99.0,J Okwara,24.0,DL,13,1,245.0,76.0,12/27/1997,1,2.0,DET,2021
75.0,L Onwuzurike,23.0,DE,16,0,295.0,75.0,3/2/1998,0,1.0,DET,2021
41.0,A Parker,23.0,DB,13,7,178.0,71.0,2/15/1998,0,2.0,DET,2021
98.0,J Penisini,24.0,DL,16,0,335.0,74.0,5/31/1997,1,1.0,DET,2021
80.0,J Pinkney,24.0,TE,2,1,255.0,76.0,8/21/1997,0,0.0,DET,2021
57.0,A Pittman,25.0,LB,17,1,240.0,75.0,11/24/1996,2,1.0,DET,2021
27.0,B Price,23.0,DB,15,2,208.0,75.0,4/25/1998,1,1.0,DET,2021
11.0,K Raymond,27.0,WR,16,14,182.0,68.0,8/8/1994,5,5.0,DET,2021
44.0,J Reeves-Maybin,26.0,LB,15,11,230.0,73.0,1/31/1995,4,4.0,DET,2021
8.0,J Reynolds,26.0,WR,7,5,196.0,75.0,2/16/1995,4,3.0,DET,2021
58.0,P Sewell,21.0,T,16,16,331.0,77.0,10/9/2000,0,7.0,DET,2021
70.0,D Skipper,27.0,T,1,0,325.0,81.0,9/20/1994,4,0.0,DET,2021
14.0,A Brown,22.0,WR,17,9,197.0,72.0,10/24/1999,0,8.0,DET,2021
32.0,D Swift,22.0,RB,13,4,211.0,69.0,1/14/1999,1,7.0,DET,2021
72.0,H Vaitai,28.0,T,15,15,325.0,78.0,6/16/1993,5,7.0,DET,2021
21.0,T Walker,26.0,S,15,15,206.0,73.0,2/1/1995,3,4.0,DET,2021
30.0,J Williams,26.0,RB,13,11,224.0,72.0,4/3/1995,4,5.0,DET,2021
97.0,N Williams,31.0,DT,17,17,310.0,76.0,2/21/1990,7,6.0,DET,2021
89.0,B Wright,23.0,TE,10,5,259.0,77.0,11/27/1998,0,1.0,DET,2021
84.0,S Zylstra,25.0,TE,4,0,230.0,76.0,11/16/1996,0,0.0,DET,2021
34.0,A Anzalone,27.0,LB,14,14,237.0,75.0,9/22/1994,4,5.0,DET,2021
87.0,Q Cephus,23.0,WR,5,3,208.0,73.0,4/1/1998,1,2.0,DET,2021
90.0,T Flowers,28.0,DE,7,7,265.0,74.0,8/16/1993,6,3.0,DET,2021
88.0,T Hockenson,24.0,TE,12,12,248.0,77.0,7/3/1997,2,5.0,DET,2021
39.0,J Jacobs,24.0,DB,13,9,203.0,71.0,9/26/1997,0,3.0,DET,2021
23.0,J Okudah,22.0,DB,1,1,202.0,73.0,2/2/1999,1,0.0,DET,2021
95.0,R Okwara,26.0,DE,4,4,255.0,76.0,6/17/1995,5,2.0,DET,2021
24.0,A Oruwariye,25.0,DB,14,14,205.0,74.0,2/9/1996,2,5.0,DET,2021
77.0,F Ragnow,25.0,GC,4,4,311.0,77.0,5/17/1996,3,2.0,DET,2021
4.0,A Seibert,25.0,PK,6,0,211.0,69.0,11/15/1996,2,1.0,DET,2021
71.0,L Stenberg,24.0,OL,7,0,315.0,78.0,3/18/1997,1,0.0,DET,2021
51.0,J Woods,25.0,LB,12,1,236.0,73.0,7/1/1996,2,1.0,DET,2021
17.0,D Adams,29.0,WR,16,16,215.0,73.0,12/24/1992,7,15.0,GNB,2021
23.0,J Alexander,24.0,DB,4,4,196.0,70.0,2/9/1997,3,1.0,GNB,2021
31.0,A Amos,28.0,S,17,17,214.0,72.0,4/29/1993,6,5.0,GNB,2021
69.0,D Bakhtiari,30.0,T,1,1,310.0,76.0,9/30/1991,8,1.0,GNB,2021
51.0,K Barnes,23.0,LB,16,13,229.0,74.0,4/2/1998,1,6.0,GNB,2021
41.0,H Black,24.0,DB,17,0,204.0,72.0,1/3/1997,1,1.0,GNB,2021
7.0,C Bojorquez,25.0,PK,17,0,217.0,72.0,9/13/1996,3,2.0,GNB,2021
42.0,O Burks,26.0,LB,17,3,233.0,75.0,3/21/1995,3,2.0,GNB,2021
59.0,D Campbell,28.0,LB,16,16,232.0,75.0,7/1/1993,5,14.0,GNB,2021
97.0,K Clark,26.0,DT,16,16,314.0,75.0,10/4/1995,5,9.0,GNB,2021
2.0,M Crosby,37.0,PK,17,0,207.0,73.0,9/3/1984,14,1.0,GNB,2021
49.0,D Dafney,24.0,TE,10,2,243.0,74.0,6/3/1997,1,0.0,GNB,2021
30.0,S Davis,23.0,DB,1,0,206.0,72.0,12/24/1998,0,0.0,GNB,2021
81.0,J Deguara,24.0,TE,16,2,238.0,74.0,2/14/1997,1,2.0,GNB,2021
28.0,A Dillon,23.0,RB,17,2,247.0,72.0,5/2/1998,1,9.0,GNB,2021
29.0,R Douglas,27.0,DB,12,9,209.0,74.0,8/29/1994,4,4.0,GNB,2021
40.0,T Galeai,24.0,DE,7,0,235.0,77.0,2/26/1997,1,1.0,GNB,2021
53.0,J Garvin,22.0,DL,16,1,257.0,76.0,7/28/1999,1,1.0,GNB,2021
52.0,R Gary,24.0,DL,16,16,277.0,77.0,12/3/1997,2,7.0,GNB,2021
67.0,J Hanson,24.0,OL,5,0,296.0,76.0,4/29/1997,0,0.0,GNB,2021
90.0,J Heflin,23.0,DT,4,0,304.0,75.0,3/8/1998,0,0.0,GNB,2021
22.0,S Jean-Charles,23.0,DB,14,0,184.0,70.0,6/20/1998,0,1.0,GNB,2021
33.0,A Jones,27.0,RB,15,15,208.0,69.0,12/2/1994,4,9.0,GNB,2021
96.0,K Keke,25.0,DL,12,8,288.0,75.0,9/26/1996,2,3.0,GNB,2021
79.0,D Kelly,31.0,T,10,4,321.0,80.0,1/16/1990,9,3.0,GNB,2021
20.0,K King,26.0,DB,10,6,200.0,75.0,5/5/1995,4,2.0,GNB,2021
95.0,T Lancaster,27.0,DL,16,3,313.0,75.0,11/4/1994,3,2.0,GNB,2021
13.0,A Lazard,26.0,WR,15,13,227.0,77.0,12/11/1995,3,5.0,GNB,2021
89.0,M Lewis,37.0,TE,17,17,267.0,78.0,5/19/1984,15,2.0,GNB,2021
10.0,J Love,23.0,QB,6,1,219.0,76.0,11/2/1998,0,2.0,GNB,2021
94.0,D Lowry,27.0,DE,17,17,296.0,78.0,6/9/1994,5,7.0,GNB,2021
58.0,I McDuffie,22.0,LB,13,0,227.0,73.0,7/21/1999,0,1.0,GNB,2021
71.0,J Myers,23.0,OL,6,6,310.0,77.0,7/16/1998,0,3.0,GNB,2021
70.0,R Newman,24.0,OL,17,16,310.0,77.0,8/17/1997,0,9.0,GNB,2021
73.0,Y Nijman,25.0,OL,17,8,314.0,79.0,1/2/1996,1,6.0,GNB,2021
12.0,A Rodgers,38.0,QB,16,16,225.0,74.0,12/2/1983,16,15.0,GNB,2021
8.0,A Rodgers,22.0,WR,16,1,212.0,69.0,9/23/1999,0,1.0,GNB,2021
76.0,J Runyan,24.0,OL,17,16,307.0,76.0,8/8/1997,1,9.0,GNB,2021
26.0,D Savage,24.0,S,17,17,198.0,71.0,7/30/1997,2,5.0,GNB,2021
36.0,V Scott,24.0,S,3,0,202.0,74.0,9/11/1997,1,0.0,GNB,2021
93.0,T Slaton,24.0,DT,17,0,330.0,76.0,10/3/1997,0,1.0,GNB,2021
91.0,P Smith,29.0,DE,16,16,265.0,77.0,11/17/1992,6,7.0,GNB,2021
19.0,E Brown,25.0,WR,13,2,214.0,77.0,9/30/1996,3,1.0,GNB,2021
21.0,E Stokes,22.0,DB,16,14,194.0,72.0,3/1/1999,0,4.0,GNB,2021
39.0,C Sullivan,25.0,DB,17,10,189.0,71.0,8/7/1996,3,4.0,GNB,2021
27.0,P Taylor,23.0,RB,9,0,223.0,75.0,4/29/1998,0,1.0,GNB,2021
77.0,B Turner,30.0,T,13,13,310.0,77.0,10/17/1991,7,7.0,GNB,2021
83.0,M Valdes-Scantling,27.0,WR,11,7,206.0,76.0,10/10/1994,3,4.0,GNB,2021
88.0,J Winfree,25.0,WR,7,0,215.0,75.0,9/4/1996,2,1.0,GNB,2021
46.0,S Wirtel,24.0,LS,9,0,235.0,76.0,10/3/1997,0,0.0,GNB,2021
24.0,I Yiadom,25.0,DB,16,1,190.0,73.0,2/20/1996,3,1.0,GNB,2021
74.0,E Jenkins,26.0,OL,8,8,311.0,77.0,12/26/1995,2,4.0,GNB,2021
62.0,L Patrick,28.0,GC,17,13,313.0,75.0,7/30/1993,4,7.0,GNB,2021
18.0,R Cobb,31.0,WR,12,3,195.0,70.0,8/22/1990,10,4.0,GNB,2021
50.0,W Mercilus,31.0,DE,4,0,258.0,76.0,7/21/1990,9,0.0,GNB,2021
55.0,Z Smith,29.0,DE,1,0,272.0,76.0,9/8/1992,6,0.0,GNB,2021
44.0,T Summers,26.0,LB,14,0,241.0,73.0,12/31/1995,2,1.0,GNB,2021
32.0,K Hill,23.0,RB,8,0,214.0,70.0,8/18/1998,0,0.0,GNB,2021
47.0,C Rivers,24.0,DE,4,0,259.0,74.0,6/12/1997,1,0.0,GNB,2021
86.0,M Taylor,26.0,WR,10,0,220.0,73.0,12/21/1995,1,0.0,GNB,2021
85.0,R Tonyan,27.0,TE,8,5,237.0,77.0,4/30/1994,3,2.0,GNB,2021
88.0,J Akins,29.0,TE,13,3,243.0,76.0,4/19/1992,3,2.0,HTX,2021
89.0,D Amendola,36.0,WR,8,0,185.0,71.0,11/2/1985,12,2.0,HTX,2021
83.0,A Auclair,28.0,TE,16,13,256.0,78.0,5/28/1993,4,0.0,HTX,2021
90.0,R Blacklock,23.0,DL,14,2,290.0,75.0,7/9/1998,1,2.0,HTX,2021
68.0,J Britt,30.0,T,11,11,315.0,78.0,5/29/1991,7,3.0,HTX,2021
29.0,T Brooks,29.0,S,11,3,205.0,71.0,3/2/1992,7,1.0,HTX,2021
85.0,P Brown,27.0,TE,15,12,258.0,78.0,5/4/1994,4,1.0,HTX,2021
28.0,R Burkhead,31.0,RB,16,5,215.0,70.0,7/2/1990,8,3.0,HTX,2021
17.0,J Camp,23.0,WR,3,1,220.0,74.0,7/10/1998,0,0.0,HTX,2021
75.0,R Carter,24.0,DE,1,0,269.0,75.0,7/3/1997,1,0.0,HTX,2021
72.0,G Christian,25.0,T,14,8,315.0,78.0,9/10/1996,3,3.0,HTX,2021
97.0,M Collins,26.0,DT,15,15,310.0,74.0,4/8/1995,5,6.0,HTX,2021
12.0,N Collins,22.0,WR,14,8,215.0,76.0,3/19/1999,0,3.0,HTX,2021
18.0,C Conley,29.0,WR,16,10,205.0,75.0,10/25/1992,6,2.0,HTX,2021
13.0,B Cooks,28.0,WR,16,16,183.0,70.0,9/25/1993,7,8.0,HTX,2021
6.0,J Driskel,28.0,QB,1,0,235.0,76.0,4/23/1993,3,0.0,HTX,2021
7.0,K Fairbairn,27.0,PK,13,0,183.0,72.0,1/29/1994,4,1.0,HTX,2021
26.0,R Freeman,25.0,RB,7,0,238.0,72.0,2/24/1996,3,1.0,HTX,2021
14.0,T Green,26.0,S,1,0,215.0,75.0,3/15/1995,5,0.0,HTX,2021
52.0,J Greenard,24.0,DL,12,12,263.0,75.0,5/25/1997,1,5.0,HTX,2021
51.0,K Grugier-Hill,27.0,LB,14,14,230.0,74.0,5/16/1994,5,6.0,HTX,2021
94.0,D Harris,26.0,DE,1,1,272.0,76.0,12/30/1995,3,0.0,HTX,2021
67.0,C Heck,25.0,OL,15,13,315.0,80.0,11/20/1996,1,5.0,HTX,2021
43.0,N Hewitt,28.0,LB,17,5,234.0,74.0,4/6/1993,6,3.0,HTX,2021
71.0,T Howard,25.0,T,15,15,322.0,77.0,5/23/1996,2,6.0,HTX,2021
50.0,J Jenkins,27.0,LB,11,0,260.0,75.0,7/1/1994,5,1.0,HTX,2021
31.0,D Johnson,30.0,RB,13,4,224.0,73.0,12/16/1991,6,3.0,HTX,2021
93.0,J Johnson,27.0,DT,12,0,316.0,75.0,7/12/1994,4,1.0,HTX,2021
1.0,L Johnson,26.0,DB,14,7,213.0,74.0,11/4/1995,2,3.0,HTX,2021
11.0,C Johnston,29.0,PK,17,0,194.0,71.0,2/24/1992,3,3.0,HTX,2021
9.0,B Jordan,21.0,TE,9,2,245.0,75.0,7/16/2000,0,1.0,HTX,2021
25.0,D King,27.0,S,16,12,200.0,70.0,12/14/1994,4,4.0,HTX,2021
58.0,C Kirksey,29.0,LB,13,12,235.0,74.0,8/31/1992,7,5.0,HTX,2021
79.0,R Lopez,24.0,DT,16,15,318.0,74.0,8/7/1997,0,6.0,HTX,2021
54.0,J Martin,26.0,LB,17,14,242.0,74.0,12/11/1995,3,6.0,HTX,2021
64.0,J McCray,29.0,GC,14,8,315.0,75.0,5/31/1992,4,3.0,HTX,2021
10.0,D Mills,23.0,QB,13,11,225.0,76.0,10/21/1998,0,7.0,HTX,2021
39.0,T Mitchell,29.0,DB,14,13,191.0,71.0,5/17/1992,7,4.0,HTX,2021
33.0,A Moore,26.0,DB,12,0,202.0,71.0,12/15/1995,3,1.0,HTX,2021
22.0,J Moreland,26.0,DB,7,0,182.0,71.0,8/26/1995,2,0.0,HTX,2021
79.0,J Morrissey,23.0,OL,5,4,305.0,75.0,6/9/1998,0,1.0,HTX,2021
23.0,E Murray,27.0,DB,16,11,199.0,71.0,1/7/1994,5,4.0,HTX,2021
57.0,K Pierre-Louis,30.0,LB,9,1,231.0,72.0,10/7/1991,7,1.0,HTX,2021
45.0,P Quessenberry,29.0,TE,1,0,251.0,74.0,1/8/1992,0,0.0,HTX,2021
20.0,J Reid,24.0,S,13,13,203.0,73.0,2/15/1997,3,4.0,HTX,2021
95.0,D Rivers,27.0,DE,5,1,250.0,77.0,5/9/1994,3,1.0,HTX,2021
74.0,M Scharping,25.0,T,17,11,327.0,78.0,8/10/1996,2,4.0,HTX,2021
92.0,C Smith,29.0,DE,4,0,266.0,73.0,2/11/1992,7,0.0,HTX,2021
24.0,T Smith,25.0,DB,17,2,190.0,71.0,7/20/1996,3,3.0,HTX,2021
70.0,J Steckler,25.0,T,2,0,305.0,77.0,7/16/1996,0,0.0,HTX,2021
53.0,C Strachan,26.0,LB,3,0,230.0,72.0,6/30/1995,0,0.0,HTX,2021
65.0,L Taylor,32.0,GC,8,5,324.0,75.0,11/22/1989,8,2.0,HTX,2021
5.0,T Taylor,32.0,QB,6,6,217.0,73.0,8/3/1989,10,2.0,HTX,2021
37.0,T Thomas,25.0,DB,17,8,205.0,70.0,3/11/1996,3,3.0,HTX,2021
44.0,D Walker,27.0,DE,13,2,280.0,76.0,9/30/1994,4,2.0,HTX,2021
32.0,G Wallow,22.0,LB,17,2,230.0,74.0,1/25/1999,0,2.0,HTX,2021
40.0,J Watson,25.0,LB,2,0,240.0,74.0,5/20/1996,2,0.0,HTX,2021
46.0,J Weeks,35.0,GC,17,0,242.0,70.0,2/17/1986,11,1.0,HTX,2021
59.0,E Wilson,27.0,LB,7,0,230.0,73.0,9/26/1994,4,0.0,HTX,2021
15.0,C Moore,28.0,WR,12,1,200.0,73.0,6/16/1993,5,2.0,HTX,2021
35.0,G Arnold,24.0,DB,4,0,190.0,70.0,9/4/1997,1,0.0,HTX,2021
61.0,M Cannon,33.0,OL,4,4,335.0,78.0,5/6/1988,10,1.0,HTX,2021
81.0,D Davis,25.0,WR,2,1,195.0,71.0,10/23/1996,2,0.0,HTX,2021
2.0,P Dorsett,28.0,WR,3,0,192.0,70.0,1/5/1993,6,1.0,HTX,2021
56.0,H Nickerson,27.0,LB,2,0,235.0,72.0,1/5/1994,4,0.0,HTX,2021
36.0,J Owens,26.0,S,7,2,210.0,71.0,7/22/1995,2,1.0,HTX,2021
27.0,S Phillips,24.0,RB,3,0,209.0,68.0,10/6/1997,1,0.0,HTX,2021
96.0,V Taylor,27.0,DT,1,1,311.0,75.0,1/5/1994,4,0.0,HTX,2021
66.0,C Toner,27.0,T,1,1,310.0,77.0,3/13/1994,5,0.0,HTX,2021
78.0,L Tunsil,27.0,T,5,5,313.0,77.0,8/2/1994,5,2.0,HTX,2021
49.0,M Adams,26.0,LB,17,0,229.0,72.0,12/12/1995,3,1.0,CLT,2021
41.0,J Addae,31.0,S,9,1,195.0,70.0,1/24/1990,8,1.0,CLT,2021
81.0,M Alie-Cox,28.0,TE,17,7,267.0,77.0,9/19/1993,3,3.0,CLT,2021
6.0,M Badgley,26.0,PK,12,0,183.0,70.0,7/28/1995,3,3.0,CLT,2021
52.0,B Banogu,25.0,DE,9,0,252.0,75.0,1/19/1996,2,1.0,CLT,2021
99.0,D Buckner,27.0,DT,17,16,295.0,79.0,3/17/1994,5,9.0,CLT,2021
1.0,P Campbell,24.0,WR,6,3,208.0,72.0,7/16/1997,2,2.0,CLT,2021
38.0,T Carrie,31.0,DB,11,1,204.0,72.0,7/28/1990,7,1.0,CLT,2021
47.0,A Chesley,25.0,DB,9,0,190.0,72.0,5/31/1996,1,1.0,CLT,2021
92.0,K Cline,23.0,DT,1,0,270.0,76.0,2/19/1998,1,0.0,CLT,2021
15.0,K Coutee,24.0,WR,2,0,180.0,71.0,1/14/1997,3,0.0,CLT,2021
73.0,J Davenport,26.0,T,9,4,315.0,79.0,1/9/1995,4,3.0,CLT,2021
84.0,J Doyle,31.0,TE,17,14,262.0,78.0,5/5/1990,8,3.0,CLT,2021
16.0,A Dulin,24.0,WR,17,1,215.0,73.0,5/15/1997,2,2.0,CLT,2021
4.0,S Ehlinger,23.0,QB,3,0,225.0,75.0,9/30/1998,0,0.0,CLT,2021
79.0,E Fisher,30.0,T,15,15,315.0,79.0,1/5/1991,8,8.0,CLT,2021
44.0,Z Franklin,25.0,LB,17,11,235.0,72.0,7/2/1996,3,5.0,CLT,2021
75.0,W Fries,23.0,OL,3,0,309.0,78.0,4/4/1998,0,0.0,CLT,2021
59.0,J Glasgow,25.0,LB,12,0,226.0,73.0,6/28/1996,1,1.0,CLT,2021
64.0,M Glowinski,29.0,OG,16,14,310.0,76.0,5/3/1992,6,6.0,CLT,2021
