Name,Date_Injured,Date_Recovered,Team,Year,Injury_Category,Age,Pos,Wt,Ht,BirthDate,Days_Missed
M Elam,2016-09-05,2016-11-05,RAV,2016,Knee,9135.0,S,208.0,70.0,1991-09-02,61.0
Z Vigil,2016-08-30,2016-11-05,MIA,2016,Foot,9287.0,LB,238.0,74.0,1991-03-28,67.0
C Linsley,2016-09-03,2016-11-05,GNB,2016,Hamstring,9170.0,GC,301.0,75.0,1991-07-27,63.0
J Houston,2016-08-30,2016-11-09,KAN,2016,Knee,10083.0,LB,270.0,75.0,1989-01-21,71.0
D Smith,2016-08-28,2016-11-09,NYJ,2016,ACL,8944.0,WR,199.0,73.0,1992-03-03,73.0
E Mitchell,2016-09-13,2016-11-10,MIA,2016,Calf,10581.0,DT,310.0,75.0,1987-09-25,58.0
D Carrier,2016-08-30,2016-11-12,WAS,2016,ACL,9533.0,TE,240.0,75.0,1990-07-25,74.0
L Green,2016-08-30,2016-11-12,PIT,2016,Ankle,9590.0,TE,237.0,78.0,1990-05-29,74.0
D Lewis,2016-08-30,2016-11-12,NWE,2016,Knee,9469.0,RB,195.0,68.0,1990-09-27,74.0
M Wilson,2016-09-03,2016-11-15,CHI,2016,Foot,8755.0,WR,206.0,76.0,1992-09-14,73.0
J Laurinaitis,2016-11-05,2016-11-17,NOR,2016,Quadricep/Thigh,10930.0,LB,255.0,74.0,1986-12-03,12.0
B Dupree,2016-09-04,2016-11-19,PIT,2016,Groin,8605.0,DE,269.0,76.0,1993-02-12,76.0
J Wells,2016-09-04,2016-11-21,JAX,2016,Thumb,9334.0,T,306.0,78.0,1991-02-14,78.0
R Delaire,2016-09-27,2016-11-25,CAR,2016,Knee,9020.0,DE,260.0,76.0,1992-01-17,59.0
C Peerman,2016-09-04,2016-11-26,CIN,2016,Forearm,10922.0,RB,212.0,70.0,1986-10-10,83.0
S Watkins,2016-09-30,2016-11-26,BUF,2016,Foot,8509.0,WR,211.0,73.0,1993-06-14,57.0
N Boyle,2016-11-21,2016-11-26,RAV,2016,Not Specified,8678.0,TE,270.0,76.0,1993-02-17,5.0
T Cole,2016-09-27,2016-12-01,CLT,2016,Back,12411.0,DE,270.0,75.0,1982-10-05,65.0
T Branch,2016-10-04,2016-12-02,CRD,2016,Groin,10890.0,DB,197.0,71.0,1986-12-11,59.0
D Bruton,2016-10-05,2016-12-02,WAS,2016,Concussion,10667.0,DB,210.0,74.0,1987-07-23,58.0
M Morgan,2016-10-03,2016-12-03,SEA,2016,Groin,10488.0,LB,224.0,76.0,1988-01-16,61.0
A Bryant,2016-11-25,2016-12-03,DET,2016,Not Specified,9686.0,DE,265.0,76.0,1990-05-20,8.0
M Dorleant,2016-09-05,2016-12-03,GNB,2016,Hamstring,8735.0,DB,182.0,71.0,1992-10-06,89.0
J Jones,2016-12-05,2016-12-07,MIA,2016,Not Specified,11154.0,DT,272.0,77.0,1986-05-23,2.0
K Lichtensteiger,2016-09-27,2016-12-10,WAS,2016,Calf,11512.0,GC,296.0,75.0,1985-03-22,74.0
L Bowanko,2016-08-29,2016-12-10,JAX,2016,Hip,9209.0,GC,300.0,78.0,1991-06-13,103.0
C Sims,2016-10-10,2016-12-10,TAM,2016,Knee,9518.0,RB,211.0,72.0,1990-09-19,61.0
S Vereen,2016-09-27,2016-12-10,NYG,2016,Tricep,10010.0,RB,205.0,70.0,1989-05-02,74.0
D McFadden,2016-09-03,2016-12-13,DAL,2016,Foot,10600.0,RB,210.0,74.0,1987-08-27,101.0
A Peterson,2016-09-23,2016-12-17,MIN,2016,Knee,11509.0,RB,220.0,73.0,1985-03-21,85.0
B Scarlett,2016-10-19,2016-12-17,HTX,2016,Hamstring,8481.0,LB,263.0,76.0,1993-07-31,59.0
A Jeffery,2016-12-12,2016-12-17,CHI,2016,Not Specified,9798.0,WR,218.0,75.0,1990-02-14,5.0
L Johnson,2016-12-19,2016-12-20,PHI,2016,Not Specified,9722.0,T,325.0,78.0,1990-05-08,1.0
J Brissett,2016-10-07,2016-12-21,NWE,2016,Thumb,8701.0,QB,235.0,76.0,1992-12-11,75.0
P Murray,2016-09-24,2016-12-22,CLE,2016,Knee,9226.0,PK,182.0,67.0,1991-06-22,89.0
M Edwards,2016-09-05,2016-12-23,RAI,2016,Hip,8259.0,DE,280.0,75.0,1994-01-25,109.0
J Freeman,2016-12-19,2016-12-23,CHI,2016,Not Specified,11190.0,LB,235.0,72.0,1986-05-01,4.0
R Gregory,2016-12-19,2016-12-26,DAL,2016,Not Specified,8792.0,DE,255.0,77.0,1992-11-23,7.0
A Bailey,2016-12-26,2016-12-28,CLE,2016,Not Specified,9254.0,OG,312.0,75.0,1991-08-26,2.0
D Goodson,2016-12-03,2017-02-06,GNB,2016,Knee,10037.0,DB,197.0,71.0,1989-06-11,65.0
D Jackson,2016-11-16,2017-02-06,GNB,2016,Hand,8471.0,RB,208.0,70.0,1993-09-07,82.0
E Lacy,2016-10-20,2017-02-06,GNB,2016,Ankle,9637.0,RB,250.0,71.0,1990-06-02,109.0
J Tretter,2017-01-21,2017-02-06,GNB,2016,Knee,9475.0,OG,307.0,76.0,1991-02-12,16.0
M Dorleant,2017-01-04,2017-02-06,GNB,2016,Knee,8856.0,DB,182.0,71.0,1992-10-06,33.0
S Shields,2016-10-18,2017-02-06,GNB,2016,Concussion,10542.0,DB,178.0,71.0,1987-12-08,111.0
A Lee,2016-11-14,2017-02-06,CAR,2016,Hamstring,12514.0,PK,185.0,73.0,1982-08-11,84.0
D Funchess,2016-12-29,2017-02-06,CAR,2016,Knee,8258.0,WR,225.0,76.0,1994-05-21,39.0
M Oher,2016-11-25,2017-02-06,CAR,2016,Concussion,11139.0,T,309.0,77.0,1986-05-28,73.0
R Delaire,2016-12-27,2017-02-06,CAR,2016,Knee,9111.0,DE,260.0,76.0,1992-01-17,41.0
R Kalil,2016-11-29,2017-02-06,CAR,2016,Shoulder,11568.0,GC,300.0,74.0,1985-03-29,69.0
T Williams,2016-10-28,2017-02-06,CAR,2016,Knee,10344.0,DB,210.0,73.0,1988-07-03,101.0
T Boston,2016-12-27,2017-02-06,CAR,2016,Knee,8951.0,S,205.0,73.0,1992-06-25,41.0
S Calhoun,2016-12-23,2017-02-06,RAI,2016,Knee,9044.0,DE,260.0,76.0,1992-03-20,45.0
J Freeny,2016-10-15,2017-02-06,NWE,2016,Shoulder,9984.0,DE,245.0,74.0,1989-06-15,114.0
R Gronkowski,2016-12-03,2017-02-06,NWE,2016,Back,10065.0,TE,265.0,78.0,1989-05-14,65.0
B Heeney,2016-10-04,2017-02-06,RAI,2016,Ankle,8910.0,LB,230.0,72.0,1992-05-13,125.0
D Hayden,2016-12-02,2017-02-06,RAI,2016,Hamstring,9655.0,DB,190.0,71.0,1990-06-27,66.0
L Smith,2016-10-05,2017-02-06,RAI,2016,Leg,10546.0,TE,265.0,78.0,1987-11-21,124.0
B Cunningham,2016-12-15,2017-02-06,RAM,2016,Neck,9658.0,RB,218.0,70.0,1990-07-07,53.0
B Marquez,2016-12-23,2017-02-06,RAM,2016,Knee,8775.0,WR,205.0,70.0,1992-12-14,45.0
C Harkey,2016-12-13,2017-02-06,RAM,2016,Tricep,9676.0,TE,272.0,75.0,1990-06-17,55.0
J Forrest,2016-11-22,2017-02-06,RAM,2016,Knee,9038.0,LB,249.0,75.0,1992-02-24,76.0
Z Sanchez,2016-11-25,2017-02-06,CAR,2016,Groin,8446.0,DB,185.0,71.0,1993-10-11,73.0
N Mangold,2016-12-08,2017-02-06,NYJ,2016,Ankle,12018.0,GC,307.0,76.0,1984-01-13,60.0
S Charles,2016-12-28,2017-02-06,DET,2016,Knee,10429.0,DT,302.0,77.0,1988-06-09,40.0
J Poutasi,2016-12-20,2017-02-06,JAX,2016,Ankle,8171.0,T,330.0,77.0,1994-08-07,48.0
J Thomas,2016-12-10,2017-02-06,JAX,2016,Back,10393.0,TE,256.0,77.0,1988-06-27,58.0
L Joeckel,2016-10-04,2017-02-06,JAX,2016,Knee,9099.0,T,306.0,78.0,1991-11-06,125.0
M Lewis,2016-11-21,2017-02-06,JAX,2016,Calf,11874.0,TE,267.0,78.0,1984-05-19,77.0
P Omameh,2016-11-21,2017-02-06,JAX,2016,Foot,9824.0,GC,327.0,76.0,1989-12-29,77.0
R Greene,2016-12-03,2017-02-06,JAX,2016,Achilles,8837.0,WR,186.0,71.0,1992-09-23,65.0
R Miller,2016-10-25,2017-02-06,JAX,2016,Achilles,10701.0,DT,301.0,73.0,1987-07-09,104.0
S Porter,2016-12-27,2017-02-06,JAX,2016,Hamstring,9481.0,LB,229.0,73.0,1991-01-12,41.0
T Yeldon,2016-12-26,2017-02-06,JAX,2016,Ankle,8486.0,RB,223.0,73.0,1993-10-02,42.0
A Allen,2016-12-12,2017-02-06,NYJ,2016,Concussion,10307.0,S,210.0,73.0,1988-09-23,56.0
B Bowman,2016-10-22,2017-02-06,NYJ,2016,ACL,8301.0,TE,240.0,75.0,1994-01-30,107.0
B Giacomini,2016-12-13,2017-02-06,NYJ,2016,Back,11400.0,GC,320.0,79.0,1985-09-27,55.0
B Winters,2016-12-20,2017-02-06,NYJ,2016,Shoulder,9289.0,OG,320.0,76.0,1991-07-16,48.0
B Petty,2016-12-26,2017-02-06,NYJ,2016,Shoulder,9341.0,QB,226.0,75.0,1991-05-31,42.0
E Decker,2016-10-12,2017-02-06,NYJ,2016,Shoulder,10804.0,WR,214.0,75.0,1987-03-15,117.0
G Smith,2016-10-26,2017-02-06,NYJ,2016,ACL,9513.0,QB,221.0,75.0,1990-10-10,103.0
J Stanford,2016-12-08,2017-02-06,NYJ,2016,Ankle,9594.0,LB,230.0,73.0,1990-09-02,60.0
K Davis,2016-11-14,2017-02-06,NYJ,2016,Not Specified,11357.0,TE,259.0,78.0,1985-10-11,84.0
K Robinson,2016-12-28,2017-02-06,NYJ,2016,Leg,9862.0,RB,220.0,72.0,1989-12-28,40.0
M Gilchrist,2016-12-13,2017-02-06,NYJ,2016,Knee,10232.0,DB,200.0,70.0,1988-12-08,55.0
M Forte,2016-12-30,2017-02-06,NYJ,2016,Knee,11343.0,RB,221.0,73.0,1985-12-10,38.0
M Catapano,2016-12-20,2017-02-06,NYJ,2016,Knee,9622.0,DE,270.0,76.0,1990-08-17,48.0
R Clady,2016-11-09,2017-02-06,NYJ,2016,Shoulder,11022.0,T,315.0,78.0,1986-09-06,89.0
A Bryant,2016-12-06,2017-02-06,DET,2016,Knee,9697.0,DE,265.0,76.0,1990-05-20,62.0
A Jackson,2017-01-03,2017-02-06,DET,2016,Ankle,9894.0,DB,193.0,70.0,1989-12-02,34.0
C Robinson,2017-01-03,2017-02-06,DET,2016,Foot,8993.0,T,315.0,79.0,1992-05-21,34.0
Q Diggs,2016-12-06,2017-02-06,DET,2016,Pectoral/Chest,8719.0,DB,197.0,69.0,1993-01-22,62.0
T Riddick,2016-12-31,2017-02-06,DET,2016,Wrist,9373.0,RB,201.0,69.0,1991-05-04,37.0
M Christian,2016-12-20,2017-02-06,RAM,2016,Ankle,8090.0,S,195.0,71.0,1994-10-27,48.0
M Williams,2016-10-07,2017-02-06,RAV,2016,Knee,8214.0,TE,252.0,76.0,1994-04-12,122.0
W Tukuafu,2016-12-13,2017-02-06,SEA,2016,Concussion,12033.0,DT,272.0,76.0,1984-01-03,55.0
C Heyward,2016-11-19,2017-02-06,PIT,2016,Pectoral/Chest,10059.0,DT,295.0,77.0,1989-05-06,79.0
C Wallace,2016-11-05,2017-02-06,PIT,2016,Knee,11667.0,GC,290.0,76.0,1984-11-26,93.0
M Wheaton,2016-11-19,2017-02-06,PIT,2016,Shoulder,9417.0,WR,185.0,71.0,1991-02-07,79.0
R Harris,2016-10-08,2017-02-06,PIT,2016,Not Specified,11534.0,T,299.0,77.0,1985-03-11,121.0
S Thomas,2016-12-24,2017-02-06,PIT,2016,Concussion,9436.0,S,205.0,69.0,1991-02-23,44.0
S Johnson,2016-11-15,2017-02-06,PIT,2016,Ankle,10459.0,LB,237.0,73.0,1988-03-28,83.0
B Miller,2016-12-13,2017-02-06,HTX,2016,Shoulder,8779.0,WR,215.0,74.0,1992-11-30,55.0
D Newton,2016-10-26,2017-02-06,HTX,2016,Patellar Tendon,10572.0,T,315.0,78.0,1987-11-16,103.0
D Still,2016-10-05,2017-02-06,HTX,2016,Foot,9948.0,DT,305.0,77.0,1989-07-11,124.0
J Strong,2016-12-10,2017-02-06,HTX,2016,Ankle,8355.0,WR,220.0,74.0,1994-01-25,58.0
K Dillon,2016-10-19,2017-02-06,HTX,2016,ACL,8197.0,S,200.0,72.0,1994-05-11,110.0
L Ballentine,2016-11-12,2017-02-06,HTX,2016,Groin,8604.0,S,225.0,75.0,1993-04-23,86.0
K Klug,2016-12-21,2017-02-06,OTI,2016,Achilles,10492.0,DL,278.0,75.0,1988-03-31,47.0
K Dodd,2016-12-06,2017-02-06,OTI,2016,Foot,8911.0,DE,277.0,77.0,1992-07-14,62.0
M Mariota,2016-12-27,2017-02-06,OTI,2016,Fibula,8459.0,QB,222.0,76.0,1993-10-30,41.0
M Abdesmad,2016-12-28,2017-02-06,OTI,2016,Ankle,9223.0,DE,284.0,78.0,1991-09-28,40.0
A Smith,2016-10-11,2017-02-06,MIN,2016,Tricep,10852.0,T,335.0,79.0,1987-01-25,118.0
A Sendejo,2016-12-31,2017-02-06,MIN,2016,Knee,10706.0,DB,210.0,73.0,1987-09-09,37.0
J Long,2016-11-15,2017-02-06,MIN,2016,Achilles,11513.0,T,315.0,79.0,1985-05-09,83.0
M Alexander,2016-12-23,2017-02-06,MIN,2016,Not Specified,8442.0,DB,192.0,70.0,1993-11-12,45.0
S Floyd,2016-12-12,2017-02-06,MIN,2016,Knee,8964.0,DT,297.0,75.0,1992-05-28,56.0
T Johnson,2016-12-20,2017-02-06,MIN,2016,Hamstring,9242.0,DT,320.0,76.0,1991-09-01,48.0
T Johnson,2016-12-20,2017-02-06,MIN,2016,Hamstring,11800.0,DT,285.0,75.0,1984-08-30,48.0
K Johnson,2016-10-22,2017-02-06,HTX,2016,Foot,8844.0,DB,185.0,72.0,1992-08-05,107.0
T Lockett,2016-12-27,2017-02-06,SEA,2016,Tibia,8856.0,WR,182.0,70.0,1992-09-28,41.0
T Pope,2016-12-13,2017-02-06,SEA,2016,Ankle,8418.0,RB,205.0,69.0,1993-11-26,55.0
J Smith,2016-12-30,2017-02-06,RAV,2016,Ankle,10384.0,DB,210.0,74.0,1988-07-26,38.0
K Correa,2016-12-24,2017-02-06,RAV,2016,Rib/Lung,8277.0,LB,241.0,75.0,1994-04-27,44.0
K Lewis,2016-10-22,2017-02-06,RAV,2016,Quadricep/Thigh,10355.0,DB,205.0,72.0,1988-06-16,107.0
L Taliaferro,2016-12-13,2017-02-06,RAV,2016,Quadricep/Thigh,9122.0,RB,229.0,72.0,1991-12-23,55.0
M Canady,2016-10-06,2017-02-06,RAV,2016,Hamstring,8169.0,DB,193.0,73.0,1994-05-26,123.0
J Odrick,2016-12-10,2017-02-06,JAX,2016,Shoulder,10572.0,DT,301.0,77.0,1987-12-31,58.0
S Price,2016-10-11,2017-02-06,RAV,2016,Quadricep/Thigh,9331.0,DB,198.0,74.0,1991-03-26,118.0
A Lanier,2016-12-13,2017-02-06,WAS,2016,Not Specified,8620.0,DE,285.0,78.0,1993-05-08,55.0
D Whitner,2016-12-28,2017-02-06,WAS,2016,Quadricep/Thigh,11480.0,DB,208.0,70.0,1985-07-24,40.0
H Bates,2016-12-20,2017-02-06,WAS,2016,ACL,9124.0,LB,245.0,73.0,1991-12-28,48.0
J Doctson,2016-10-21,2017-02-06,WAS,2016,Achilles,8723.0,WR,205.0,74.0,1992-12-03,108.0
N Paul,2016-11-07,2017-02-06,WAS,2016,Shoulder,9952.0,WR,242.0,73.0,1989-08-09,91.0
D Breaux,2016-12-23,2017-02-06,NOR,2016,Shoulder,9921.0,DB,210.0,73.0,1989-10-25,45.0
E Harris,2016-10-13,2017-02-06,NOR,2016,ACL,9691.0,DB,225.0,74.0,1990-04-02,116.0
J Hill,2016-12-09,2017-02-06,NOR,2016,Fibula,9699.0,TE,250.0,77.0,1990-05-21,59.0
K Crawley,2016-12-31,2017-02-06,NOR,2016,Knee,8727.0,DB,180.0,73.0,1993-02-08,37.0
S Anthony,2016-12-20,2017-02-06,NOR,2016,Knee,8911.0,LB,245.0,75.0,1992-07-28,48.0
T Armstead,2016-12-14,2017-02-06,NOR,2016,Quadricep/Thigh,9276.0,T,304.0,77.0,1991-07-23,54.0
D Moore,2016-12-20,2017-02-06,SEA,2016,Foot,8866.0,DE,260.0,76.0,1992-09-11,48.0
E Thomas,2016-12-06,2017-02-06,SEA,2016,Tibia,10075.0,DB,202.0,70.0,1989-05-07,62.0
G Smith,2016-10-18,2017-02-06,SEA,2016,Not Specified,9141.0,DT,295.0,73.0,1991-10-09,111.0
N Frese,2017-01-03,2017-02-06,SEA,2016,Ankle,8924.0,LS,233.0,74.0,1992-07-29,34.0
Q Jefferson,2016-10-25,2017-02-06,SEA,2016,Knee,8609.0,DT,291.0,76.0,1993-03-31,104.0
R Quinn,2016-12-15,2017-02-06,RAM,2016,Concussion,9708.0,DE,245.0,76.0,1990-05-18,53.0
C Reed,2016-12-23,2017-02-06,JAX,2016,Toe,8920.0,GC,300.0,77.0,1992-07-22,45.0
C Wick,2016-11-01,2017-02-06,DET,2016,Knee,8372.0,TE,257.0,78.0,1993-11-30,97.0
S Vereen,2016-12-20,2017-02-06,NYG,2016,Tricep,10094.0,RB,205.0,70.0,1989-05-02,48.0
A Williams,2016-11-01,2017-02-06,BUF,2016,Neck,9689.0,DB,195.0,72.0,1990-04-23,97.0
C Anderson,2016-10-10,2017-02-06,BUF,2016,Hand,11308.0,DB,194.0,70.0,1985-10-25,119.0
C Bryant,2016-11-29,2017-02-06,BUF,2016,Shoulder,10557.0,DE,300.0,76.0,1988-01-04,69.0
E Wood,2016-11-14,2017-02-06,BUF,2016,Leg,11199.0,GC,310.0,76.0,1986-03-18,84.0
J Ihedigbo,2016-12-13,2017-02-06,BUF,2016,Ankle,12064.0,DB,202.0,73.0,1983-12-03,55.0
R Blanton,2016-11-26,2017-02-06,BUF,2016,Foot,9942.0,DB,208.0,73.0,1989-09-07,72.0
W Powell,2016-11-29,2017-02-06,BUF,2016,Ankle,9138.0,WR,189.0,71.0,1991-11-23,69.0
A Janovich,2016-12-02,2017-02-06,DEN,2016,Ankle,8594.0,FB,238.0,73.0,1993-05-23,66.0
C Anderson,2016-10-28,2017-02-06,DEN,2016,Knee,9392.0,RB,225.0,68.0,1991-02-10,101.0
C Kreiter,2016-12-16,2017-02-06,DEN,2016,Calf,9622.0,LS,250.0,73.0,1990-08-13,52.0
D Ware,2016-12-28,2017-02-06,DEN,2016,Back,12569.0,LB,258.0,76.0,1982-07-31,40.0
K Bibbs,2016-12-05,2017-02-06,DEN,2016,Ankle,8730.0,RB,203.0,70.0,1993-01-10,63.0
K Webster,2016-12-28,2017-02-06,DEN,2016,Concussion,9462.0,DB,190.0,71.0,1991-02-01,40.0
A Reiter,2016-10-10,2017-02-06,CLE,2016,Knee,9084.0,GC,300.0,75.0,1991-11-27,119.0
J Bitonio,2016-10-14,2017-02-06,CLE,2016,Foot,9135.0,GC,320.0,76.0,1991-10-11,115.0
J Greco,2016-11-28,2017-02-06,CLE,2016,Foot,11572.0,T,318.0,76.0,1985-03-24,70.0
J Poyer,2016-10-18,2017-02-06,CLE,2016,Not Specified,9308.0,DB,191.0,72.0,1991-04-25,111.0
N Orchard,2016-10-01,2017-02-06,CLE,2016,Ankle,8670.0,LB,251.0,75.0,1993-01-05,128.0
A Smith,2016-11-07,2017-02-06,TAM,2016,Knee,11374.0,RB,190.0,69.0,1985-09-17,91.0
B Gottschalk,2016-11-22,2017-02-06,TAM,2016,Knee,9047.0,GC,293.0,77.0,1992-02-15,76.0
C Brate,2016-12-27,2017-02-06,TAM,2016,Back,9309.0,TE,245.0,77.0,1991-07-03,41.0
C Shorts,2016-12-06,2017-02-06,TAM,2016,ACL,10577.0,WR,200.0,72.0,1987-12-22,62.0
C Sims,2016-12-28,2017-02-06,TAM,2016,Pectoral/Chest,9597.0,RB,211.0,72.0,1990-09-19,40.0
D Dye,2016-12-21,2017-02-06,TAM,2016,Not Specified,8524.0,WR,195.0,70.0,1993-08-20,47.0
H Jones,2016-11-07,2017-02-06,TAM,2016,Knee,9767.0,LB,238.0,76.0,1990-02-10,91.0
T Eifert,2016-12-26,2017-02-06,CIN,2016,Back,9606.0,TE,255.0,78.0,1990-09-08,42.0
J Adjei-Barimah,2016-12-26,2017-02-06,TAM,2016,Not Specified,8924.0,DB,200.0,71.0,1992-07-21,42.0
G Bernard,2016-11-22,2017-02-06,CIN,2016,ACL,9132.0,RB,205.0,69.0,1991-11-22,76.0
A Colvin,2016-12-23,2017-02-06,JAX,2016,Ankle,9214.0,DB,191.0,72.0,1991-10-02,45.0
A Armstead,2016-11-08,2017-02-06,SFO,2016,Shoulder,8394.0,DE,290.0,79.0,1993-11-15,90.0
B Bell,2016-12-19,2017-02-06,SFO,2016,Shoulder,9266.0,TE,260.0,78.0,1991-08-07,49.0
C Hyde,2016-12-27,2017-02-06,SFO,2016,MCL,9595.0,RB,229.0,72.0,1990-09-20,41.0
C Davis,2016-10-10,2017-02-06,SFO,2016,Knee,9472.0,DB,205.0,71.0,1990-11-04,119.0
D Kilgore,2016-12-13,2017-02-06,SFO,2016,Knee,10588.0,GC,291.0,75.0,1987-12-18,55.0
E Reid,2016-11-23,2017-02-06,SFO,2016,Bicep,9115.0,S,215.0,73.0,1991-12-10,75.0
J Ward,2016-12-20,2017-02-06,SFO,2016,Shoulder,9287.0,S,195.0,71.0,1991-07-18,48.0
M Martin,2016-12-31,2017-02-06,SFO,2016,Ankle,8433.0,GC,330.0,75.0,1993-11-29,37.0
N Bowman,2016-10-06,2017-02-06,SFO,2016,Achilles,10358.0,LB,230.0,73.0,1988-05-28,123.0
N Bellore,2016-12-19,2017-02-06,SFO,2016,Not Specified,10083.0,LB,250.0,73.0,1989-05-12,49.0
Q Patton,2016-12-20,2017-02-06,SFO,2016,Foot,9630.0,WR,204.0,72.0,1990-08-09,48.0
S Skov,2016-11-29,2017-02-06,SFO,2016,Knee,9640.0,LB,247.0,75.0,1990-07-09,69.0
T Smith,2016-12-23,2017-02-06,SFO,2016,Concussion,10193.0,WR,205.0,72.0,1989-01-26,45.0
V McDonald,2016-12-12,2017-02-06,SFO,2016,Shoulder,9679.0,TE,267.0,76.0,1990-06-13,56.0
B Hoyer,2016-10-24,2017-02-06,CHI,2016,Arm,11334.0,QB,216.0,74.0,1985-10-13,105.0
D Trevathan,2016-11-29,2017-02-06,CHI,2016,Patellar Tendon,9747.0,LB,239.0,72.0,1990-03-24,69.0
E Goldman,2016-12-23,2017-02-06,CHI,2016,Ankle,8387.0,DT,325.0,75.0,1994-01-06,45.0
E Royal,2016-12-20,2017-02-06,CHI,2016,Toe,11171.0,WR,182.0,70.0,1986-05-21,48.0
J Cutler,2016-12-05,2017-02-06,CHI,2016,Shoulder,12274.0,QB,231.0,75.0,1983-04-29,63.0
K White,2016-10-05,2017-02-06,CHI,2016,Fibula,8868.0,WR,216.0,75.0,1992-06-25,124.0
K Long,2016-11-15,2017-02-06,CHI,2016,Ankle,10207.0,T,332.0,78.0,1988-12-05,83.0
M Wilson,2016-12-17,2017-02-06,CHI,2016,Foot,8860.0,WR,206.0,76.0,1992-09-14,51.0
M Adams,2016-12-12,2017-02-06,CHI,2016,Back,9774.0,T,323.0,79.0,1990-03-10,56.0
W Sutton,2016-11-15,2017-02-06,CHI,2016,Ankle,9175.0,DT,290.0,73.0,1991-10-03,83.0
Z Miller,2016-11-23,2017-02-06,CHI,2016,Foot,11738.0,TE,245.0,77.0,1984-10-04,75.0
A Green,2016-12-31,2017-02-06,CIN,2016,Hamstring,10380.0,WR,207.0,76.0,1988-07-31,37.0
C Ogbuehi,2016-12-30,2017-02-06,CIN,2016,Shoulder,9015.0,T,310.0,77.0,1992-04-25,38.0
C Boling,2016-12-26,2017-02-06,CIN,2016,Shoulder,10093.0,GC,305.0,77.0,1989-05-09,42.0
V Jackson,2016-10-18,2017-02-06,TAM,2016,ACL,12331.0,WR,230.0,77.0,1983-01-14,111.0
C Brown,2016-11-28,2017-02-06,CIN,2016,Knee,10930.0,DB,185.0,72.0,1986-12-26,70.0
D Bucannon,2016-12-13,2017-02-06,CRD,2016,Ankle,8871.0,S,211.0,73.0,1992-08-30,55.0
P Robinson,2016-12-13,2017-02-06,CLT,2016,Groin,10690.0,DB,191.0,71.0,1987-09-07,55.0
Q Bray,2016-10-18,2017-02-06,CLT,2016,Ankle,8574.0,WR,185.0,70.0,1993-04-28,111.0
C Green,2016-12-17,2017-02-06,DAL,2016,Back,9019.0,T,318.0,77.0,1992-04-08,51.0
G Swaim,2016-11-16,2017-02-06,DAL,2016,Pectoral/Chest,8462.0,TE,260.0,76.0,1993-09-16,82.0
R Davis,2016-12-28,2017-02-06,DAL,2016,Knee,10169.0,DE,260.0,74.0,1989-02-24,40.0
C Chekwa,2016-11-08,2017-02-06,MIA,2016,Hamstring,10289.0,DB,190.0,71.0,1988-09-07,90.0
I Abdul-Quddus,2016-12-28,2017-02-06,MIA,2016,Neck,10009.0,S,200.0,73.0,1989-08-03,40.0
J Cameron,2016-11-05,2017-02-06,MIA,2016,Concussion,10317.0,TE,265.0,77.0,1988-08-07,93.0
K Misi,2016-10-10,2017-02-06,MIA,2016,Neck,10859.0,LB,244.0,75.0,1987-01-17,119.0
M Pouncey,2016-12-13,2017-02-06,MIA,2016,Hip,10004.0,GC,298.0,77.0,1989-07-24,55.0
R Jones,2016-10-19,2017-02-06,MIA,2016,Shoulder,10464.0,DB,215.0,73.0,1988-02-25,110.0
J Dorenbos,2016-12-12,2017-02-06,PHI,2016,Wrist,13293.0,GC,250.0,72.0,1980-07-21,56.0
M Tobin,2016-12-12,2017-02-06,PHI,2016,Knee,9687.0,T,310.0,78.0,1990-06-05,56.0
R Brooks,2016-10-24,2017-02-06,PHI,2016,Quadricep/Thigh,10235.0,DB,190.0,70.0,1988-10-16,105.0
R Mathews,2016-12-27,2017-02-06,PHI,2016,Neck,10671.0,RB,220.0,72.0,1987-10-10,41.0
W Smallwood,2016-12-12,2017-02-06,PHI,2016,Knee,8362.0,RB,208.0,70.0,1994-01-20,56.0
A Clayborn,2017-01-17,2017-02-06,ATL,2016,Bicep,10422.0,DL,280.0,75.0,1988-07-06,20.0
D Shelby,2016-10-18,2017-02-06,ATL,2016,Achilles,10090.0,DE,280.0,74.0,1989-03-04,111.0
D Trufant,2016-11-29,2017-02-06,ATL,2016,Pectoral/Chest,9577.0,DB,190.0,72.0,1990-09-10,69.0
J Tamme,2016-11-21,2017-02-06,ATL,2016,Shoulder,11574.0,TE,234.0,76.0,1985-03-15,77.0
K Ishmael,2016-12-16,2017-02-06,ATL,2016,Shoulder,9356.0,DB,206.0,72.0,1991-05-06,52.0
S Weatherspoon,2016-10-04,2017-02-06,ATL,2016,Achilles,10507.0,LB,241.0,73.0,1987-12-29,125.0
D Thompson,2016-11-09,2017-02-06,NYG,2016,Foot,8449.0,S,211.0,74.0,1993-09-22,89.0
C Johnson,2016-10-04,2017-02-06,CRD,2016,Groin,11334.0,RB,195.0,71.0,1985-09-23,125.0
O Darkwa,2016-11-29,2017-02-06,NYG,2016,Leg,9041.0,RB,210.0,72.0,1992-02-28,69.0
K Langford,2016-11-19,2017-02-06,CLT,2016,Knee,11254.0,DE,305.0,78.0,1986-01-27,79.0
J Mewhort,2016-12-12,2017-02-06,CLT,2016,Knee,9236.0,T,310.0,78.0,1991-08-30,56.0
