Team,Year,Injury_Category,Age,Pos,Wt,Ht,Month_Injured,Day_Of_Team_Year
CLE,2012.0,Knee,8521.0,LB,241.0,73.0,12,291.0
CAR,2014.0,Knee,11463.0,LB,240.0,75.0,10,239.0
NYJ,2018.0,Foot,9745.0,TE,263.0,78.0,12,299.0
NYJ,2020.0,Achilles,9136.0,S,207.0,73.0,12,289.0
SFO,2020.0,Foot,9007.0,WR,215.0,72.0,9,194.0
DEN,2011.0,ACL,8888.0,RB,215.0,70.0,11,257.0
DET,2014.0,Hamstring,11106.0,RB,225.0,70.0,9,211.0
NWE,2015.0,Hip,10603.0,RB,247.0,72.0,12,288.0
HTX,2011.0,Not Specified,10428.0,QB,225.0,77.0,11,270.0
NWE,2014.0,Knee,8268.0,DT,263.0,74.0,12,289.0
DAL,2011.0,Foot,9120.0,GC,319.0,78.0,8,180.0
PHI,2014.0,Bicep,11710.0,T,323.0,78.0,11,246.0
OTI,2010.0,Neck,10043.0,LB,242.0,73.0,10,224.0
MIN,2019.0,Knee,9555.0,DB,192.0,70.0,1,313.0
WAS,2017.0,Neck,10984.0,GC,308.0,75.0,11,263.0
DAL,2015.0,Shoulder,13031.0,QB,230.0,74.0,12,297.0
NWE,2011.0,Hip,8573.0,DB,198.0,73.0,10,240.0
NOR,2020.0,Concussion,10434.0,GC,303.0,75.0,1,312.0
NYJ,2020.0,Foot,8518.0,DB,202.0,73.0,9,187.0
DET,2018.0,Not Specified,8831.0,WR,217.0,73.0,9,182.0
JAX,2012.0,Forearm,8438.0,QB,235.0,77.0,11,264.0
BUF,2016.0,Leg,11199.0,GC,310.0,76.0,11,257.0
BUF,2020.0,Ankle,9249.0,DB,179.0,72.0,10,219.0
SEA,2009.0,Pectoral/Chest,9845.0,LB,250.0,72.0,10,240.0
HTX,2015.0,Foot,9360.0,DB,179.0,69.0,12,301.0
WAS,2017.0,Hamstring,8703.0,RB,225.0,69.0,12,284.0
KAN,2015.0,Neck,11589.0,GC,311.0,75.0,12,274.0
CLE,2015.0,Hamstring,10093.0,TE,238.0,77.0,11,246.0
ATL,2015.0,Hamstring,10072.0,WR,205.0,73.0,12,276.0
DAL,2012.0,Knee,8496.0,PK,205.0,72.0,10,236.0
HTX,2020.0,Covid/Illness,9096.0,LB,242.0,74.0,11,248.0
PIT,2009.0,Shoulder,12231.0,DE,298.0,77.0,10,225.0
CAR,2013.0,Ankle,9655.0,RB,240.0,70.0,8,176.0
SDG,2009.0,Ankle,10123.0,GC,310.0,77.0,12,294.0
RAM,2020.0,Calf,9229.0,T,321.0,77.0,9,206.0
MIN,2019.0,Hamstring,9779.0,WR,205.0,74.0,9,193.0
CHI,2012.0,Knee,9124.0,DB,203.0,71.0,12,284.0
JAX,2019.0,Not Specified,10102.0,WR,196.0,72.0,7,142.0
SFO,2016.0,Shoulder,8394.0,DE,290.0,79.0,11,251.0
SFO,2020.0,Ankle,9116.0,RB,194.0,72.0,10,243.0
NYJ,2016.0,ACL,8944.0,WR,199.0,73.0,8,179.0
RAV,2010.0,Quadricep/Thigh,12412.0,LB,225.0,73.0,8,181.0
KAN,2014.0,Not Specified,9013.0,T,306.0,76.0,9,193.0
HTX,2013.0,Back,9942.0,RB,227.0,73.0,11,254.0
CLT,2018.0,Groin,9585.0,DB,209.0,71.0,10,223.0
CHI,2019.0,Not Specified,10861.0,LB,239.0,72.0,12,290.0
RAV,2017.0,Ankle,12057.0,GC,305.0,75.0,9,200.0
RAM,2016.0,Tricep,9676.0,TE,272.0,75.0,12,286.0
DAL,2020.0,Ankle,10219.0,DT,318.0,73.0,12,299.0
SDG,2020.0,Knee,8764.0,LB,251.0,74.0,12,299.0
NYJ,2020.0,Shoulder,10943.0,S,215.0,73.0,10,243.0
NWE,2013.0,Ankle,8277.0,WR,206.0,71.0,1,305.0
RAV,2020.0,Shoulder,9458.0,DB,178.0,71.0,10,234.0
ATL,2009.0,Hamstring,8928.0,DB,223.0,72.0,10,238.0
NOR,2009.0,Knee,11374.0,DT,305.0,73.0,11,249.0
BUF,2020.0,Covid/Illness,8644.0,DB,180.0,71.0,7,150.0
NYJ,2016.0,Knee,10232.0,DB,200.0,70.0,12,286.0
BUF,2018.0,Shoulder,8083.0,PK,217.0,72.0,10,242.0
RAI,2018.0,Shoulder,12859.0,DB,210.0,71.0,12,277.0
BUF,2015.0,Knee,10283.0,WR,225.0,74.0,12,300.0
OTI,2017.0,Bicep,9474.0,DT,320.0,76.0,12,276.0
BUF,2015.0,Concussion,9935.0,DB,190.0,70.0,12,301.0
HTX,2017.0,Hamstring,9331.0,LB,230.0,72.0,11,271.0
MIN,2019.0,Ankle,9246.0,WR,183.0,70.0,9,205.0
CLT,2017.0,Knee,9724.0,LB,245.0,73.0,12,290.0
DAL,2020.0,Covid/Illness,11312.0,DE,290.0,76.0,11,254.0
GNB,2016.0,Ankle,9637.0,RB,250.0,71.0,10,232.0
DAL,2018.0,Not Specified,10586.0,WR,210.0,74.0,9,183.0
CLT,2020.0,Covid/Illness,7984.0,RB,226.0,70.0,11,271.0
BUF,2020.0,Ankle,8429.0,RB,205.0,69.0,1,315.0
RAI,2017.0,Concussion,9447.0,OG,325.0,76.0,12,294.0
CIN,2015.0,Shoulder,8814.0,DB,205.0,71.0,11,269.0
CRD,2020.0,Ankle,8119.0,DL,330.0,77.0,11,257.0
RAM,2013.0,Eye,10887.0,DB,190.0,70.0,11,265.0
WAS,2011.0,Hip,8591.0,WR,205.0,73.0,11,256.0
RAV,2015.0,Hamstring,8445.0,TE,255.0,78.0,10,239.0
OTI,2015.0,Knee,8414.0,LB,250.0,74.0,12,284.0
SEA,2020.0,Foot,7911.0,TE,251.0,79.0,9,187.0
MIA,2020.0,Quadricep/Thigh,8745.0,WR,210.0,72.0,12,288.0
WAS,2014.0,Concussion,9381.0,DB,185.0,72.0,12,278.0
TAM,2018.0,Hamstring,8783.0,DB,185.0,74.0,8,159.0
NWE,2019.0,Ankle,7929.0,WR,225.0,76.0,9,183.0
CLT,2009.0,Shoulder,10598.0,QB,196.0,77.0,12,281.0
PIT,2013.0,Tricep,10805.0,T,323.0,78.0,10,226.0
NOR,2020.0,Achilles,9644.0,LB,227.0,73.0,12,301.0
GNB,2013.0,Foot,8781.0,DB,195.0,72.0,7,144.0
PHI,2014.0,Pectoral/Chest,9228.0,LB,244.0,72.0,9,190.0
JAX,2015.0,Knee,8881.0,DT,318.0,76.0,1,304.0
MIA,2019.0,Knee,9614.0,DB,203.0,73.0,10,241.0
PIT,2012.0,Knee,11023.0,TE,256.0,77.0,12,299.0
RAI,2020.0,Covid/Illness,10794.0,RB,201.0,69.0,11,264.0
GNB,2020.0,Not Specified,9063.0,WR,227.0,77.0,10,215.0
BUF,2018.0,Neck,11054.0,RB,195.0,72.0,10,242.0
DAL,2014.0,Foot,8159.0,DE,265.0,75.0,8,180.0
TAM,2011.0,Concussion,9658.0,DE,272.0,76.0,12,281.0
DAL,2011.0,Bicep,11541.0,GC,340.0,74.0,12,298.0
NOR,2018.0,Ankle,11342.0,DB,191.0,71.0,9,207.0
GNB,2013.0,Fibula,8455.0,WR,195.0,70.0,10,226.0
RAV,2020.0,Covid/Illness,8278.0,DB,170.0,69.0,11,271.0
SDG,2020.0,Covid/Illness,9514.0,TE,250.0,77.0,12,297.0
BUF,2011.0,Knee,11361.0,DB,205.0,69.0,11,264.0
RAI,2015.0,Knee,10257.0,DB,205.0,73.0,12,302.0
CLE,2012.0,Thumb,10094.0,DB,186.0,71.0,12,299.0
CRD,2018.0,Knee,11529.0,GC,331.0,77.0,12,276.0
CLT,2018.0,Not Specified,11920.0,GC,315.0,77.0,10,219.0
JAX,2011.0,Shoulder,8858.0,DB,180.0,72.0,12,284.0
CLE,2009.0,Foot,9187.0,QB,232.0,76.0,12,294.0
MIA,2018.0,Tricep,11246.0,GC,291.0,75.0,10,213.0
TAM,2015.0,Knee,10923.0,T,315.0,81.0,9,188.0
GNB,2016.0,Hand,8471.0,RB,208.0,70.0,11,259.0
BUF,2012.0,MCL,11617.0,RB,215.0,73.0,12,284.0
CHI,2014.0,Achilles,10687.0,DE,251.0,77.0,12,295.0
TAM,2014.0,Knee,9790.0,DT,295.0,76.0,12,287.0
RAV,2009.0,ACL,9665.0,DB,175.0,71.0,11,266.0
PHI,2020.0,Covid/Illness,8724.0,WR,225.0,74.0,11,262.0
CAR,2014.0,Concussion,9112.0,DB,180.0,71.0,12,294.0
DEN,2020.0,Hamstring,9247.0,TE,250.0,78.0,11,246.0
SEA,2019.0,Groin,10905.0,DB,210.0,74.0,12,283.0
NYG,2020.0,Covid/Illness,9160.0,WR,195.0,73.0,11,263.0
SFO,2013.0,Knee,10078.0,WR,185.0,72.0,12,299.0
WAS,2019.0,Foot,8879.0,DB,182.0,71.0,12,289.0
DET,2019.0,Knee,9745.0,OG,310.0,76.0,12,286.0
MIA,2020.0,Covid/Illness,9900.0,DB,203.0,73.0,8,162.0
RAV,2020.0,Covid/Illness,8012.0,RB,214.0,70.0,11,266.0
NYG,2014.0,Pectoral/Chest,9896.0,DB,186.0,71.0,9,196.0
NOR,2015.0,Not Specified,10374.0,RB,194.0,71.0,12,302.0
PHI,2020.0,Thumb,7942.0,WR,197.0,71.0,9,212.0
RAI,2019.0,Knee,8469.0,DB,205.0,71.0,12,296.0
NYG,2013.0,Knee,11480.0,RB,264.0,76.0,12,282.0
OTI,2011.0,Hand,9086.0,RB,200.0,69.0,12,291.0
RAV,2019.0,Knee,8297.0,DL,340.0,73.0,11,254.0
CLE,2019.0,Achilles,11267.0,DB,210.0,73.0,11,261.0
BUF,2019.0,Calf,10489.0,S,220.0,74.0,11,247.0
SDG,2019.0,Quadricep/Thigh,11201.0,WR,205.0,75.0,10,213.0
DET,2011.0,Not Specified,10678.0,DB,192.0,73.0,10,239.0
BUF,2020.0,Covid/Illness,9949.0,RB,223.0,73.0,12,301.0
SEA,2020.0,Groin,11206.0,DB,210.0,74.0,10,219.0
SFO,2018.0,Achilles,8852.0,S,215.0,72.0,9,184.0
CLT,2015.0,Shoulder,9666.0,RB,212.0,70.0,9,188.0
JAX,2013.0,Concussion,8833.0,GC,306.0,75.0,12,289.0
CAR,2020.0,Covid/Illness,10931.0,T,301.0,78.0,10,231.0
DAL,2020.0,Not Specified,11432.0,PK,205.0,72.0,11,250.0
CAR,2012.0,Knee,10145.0,LB,237.0,72.0,10,236.0
DET,2020.0,Hamstring,11041.0,DB,190.0,72.0,12,275.0
JAX,2016.0,Shoulder,10572.0,DT,301.0,77.0,12,283.0
NOR,2020.0,Rib/Lung,15285.0,QB,209.0,72.0,11,263.0
CLE,2020.0,Covid/Illness,9499.0,WR,183.0,71.0,1,308.0
CLT,2019.0,Ankle,9725.0,TE,253.0,76.0,11,267.0
SFO,2020.0,Covid/Illness,9023.0,RB,194.0,72.0,7,150.0
PIT,2019.0,Pectoral/Chest,9641.0,DT,303.0,78.0,10,226.0
DAL,2018.0,Forearm,10491.0,DB,190.0,75.0,10,237.0
JAX,2012.0,Groin,8558.0,DE,263.0,77.0,12,291.0
BUF,2011.0,Groin,10655.0,PK,215.0,74.0,12,300.0
OTI,2009.0,Calf,14014.0,PK,213.0,75.0,9,210.0
MIA,2019.0,Hamstring,8796.0,LB,242.0,74.0,12,289.0
DAL,2020.0,ACL,9558.0,TE,260.0,77.0,9,197.0
NYG,2014.0,Hamstring,8624.0,LB,232.0,74.0,8,177.0
JAX,2013.0,Ankle,8908.0,GC,310.0,76.0,12,288.0
JAX,2020.0,Quadricep/Thigh,9081.0,WR,200.0,72.0,10,229.0
DET,2020.0,Covid/Illness,8471.0,TE,246.0,75.0,7,150.0
RAV,2017.0,ACL,8615.0,DB,175.0,70.0,12,298.0
RAI,2020.0,Covid/Illness,9145.0,T,325.0,80.0,10,234.0
NYG,2020.0,Covid/Illness,9189.0,OG,327.0,74.0,10,241.0
PHI,2018.0,Fibula,11737.0,WR,200.0,72.0,9,200.0
CAR,2016.0,Knee,9020.0,DE,260.0,76.0,9,209.0
OTI,2013.0,Shoulder,9557.0,DB,207.0,74.0,11,260.0
MIA,2020.0,Covid/Illness,8278.0,DT,329.0,73.0,7,147.0
CLT,2015.0,Calf,9440.0,TE,260.0,76.0,12,302.0
CIN,2013.0,Foot,9677.0,T,335.0,79.0,7,143.0
MIA,2014.0,Ankle,7993.0,DL,275.0,75.0,12,285.0
RAM,2020.0,Not Specified,9311.0,DE,253.0,73.0,10,232.0
MIN,2010.0,Hip,8765.0,WR,200.0,76.0,8,181.0
NOR,2020.0,Not Specified,9169.0,GC,311.0,77.0,1,319.0
DEN,2020.0,Covid/Illness,8908.0,QB,202.0,74.0,11,271.0
NYG,2013.0,Knee,9593.0,GC,297.0,76.0,11,268.0
RAV,2018.0,Back,8983.0,DT,291.0,75.0,10,234.0
NYG,2018.0,Quadricep/Thigh,9459.0,DB,188.0,72.0,12,290.0
BUF,2009.0,Leg,8652.0,GC,310.0,76.0,11,266.0
CIN,2020.0,Groin,9273.0,DB,190.0,70.0,11,257.0
NYJ,2016.0,Back,11400.0,GC,320.0,79.0,12,286.0
NYJ,2010.0,Achilles,12123.0,GC,330.0,75.0,1,315.0
GNB,2018.0,Knee,10921.0,T,320.0,77.0,12,284.0
SDG,2017.0,Foot,10374.0,T,323.0,78.0,9,201.0
SFO,2020.0,Covid/Illness,8447.0,DL,319.0,77.0,11,261.0
GNB,2015.0,Knee,11372.0,LB,255.0,73.0,12,294.0
PIT,2013.0,Not Specified,11236.0,TE,256.0,77.0,7,146.0
NWE,2019.0,Neck,11384.0,RB,255.0,75.0,9,204.0
RAV,2020.0,Covid/Illness,10143.0,GC,305.0,75.0,11,268.0
SEA,2019.0,Hip,9230.0,RB,222.0,71.0,12,296.0
CIN,2019.0,Hand,9263.0,DB,200.0,70.0,12,278.0
CRD,2016.0,Shoulder,8973.0,T,312.0,77.0,12,286.0
SDG,2015.0,Knee,10422.0,S,212.0,71.0,12,300.0
PIT,2020.0,Covid/Illness,8234.0,DB,192.0,74.0,7,149.0
NOR,2020.0,Covid/Illness,9750.0,RB,223.0,73.0,1,305.0
MIN,2017.0,Shoulder,9627.0,TE,260.0,78.0,12,287.0
CRD,2013.0,Bicep,8265.0,DE,261.0,76.0,9,206.0
OTI,2020.0,Covid/Illness,11657.0,DE,288.0,77.0,8,158.0
NYJ,2020.0,Ankle,8577.0,DL,277.0,76.0,10,240.0
MIA,2020.0,Foot,9345.0,LB,243.0,72.0,7,148.0
CIN,2014.0,Not Specified,9111.0,RB,168.0,70.0,7,140.0
KAN,2014.0,Foot,8506.0,TE,230.0,79.0,11,253.0
CLT,2011.0,Pectoral/Chest,9069.0,RB,239.0,74.0,10,236.0
CAR,2012.0,Groin,9734.0,DB,190.0,70.0,12,284.0
RAM,2009.0,Knee,11024.0,RB,237.0,72.0,10,237.0
HTX,2017.0,Knee,8572.0,DT,347.0,75.0,12,291.0
DAL,2020.0,ACL,8244.0,DL,308.0,75.0,10,231.0
RAV,2016.0,Quadricep/Thigh,10355.0,DB,205.0,72.0,10,234.0
SFO,2016.0,Shoulder,9287.0,S,195.0,71.0,12,293.0
MIN,2010.0,Hip,8765.0,WR,200.0,76.0,8,181.0
MIA,2013.0,Fibula,9349.0,DB,180.0,70.0,12,282.0
NOR,2014.0,Thumb,7724.0,WR,183.0,70.0,11,260.0
GNB,2017.0,Ankle,8485.0,S,200.0,71.0,11,245.0
JAX,2016.0,Calf,11874.0,TE,267.0,78.0,11,264.0
DET,2019.0,Hamstring,9870.0,RB,228.0,71.0,11,244.0
NYG,2014.0,Knee,11993.0,T,325.0,78.0,12,273.0
MIA,2010.0,ACL,10262.0,GC,311.0,76.0,11,264.0
NYJ,2018.0,Toe,9471.0,RB,225.0,71.0,12,286.0
OTI,2019.0,Knee,12143.0,PK,218.0,74.0,12,290.0
WAS,2017.0,Foot,8312.0,DT,300.0,75.0,10,230.0
DET,2020.0,Covid/Illness,11959.0,QB,220.0,75.0,11,247.0
SFO,2018.0,ACL,9825.0,QB,225.0,74.0,9,207.0
MIA,2012.0,Back,10192.0,DB,198.0,71.0,11,250.0
CHI,2020.0,Covid/Illness,9845.0,S,206.0,72.0,11,266.0
NWE,2020.0,Knee,9121.0,T,310.0,74.0,11,271.0
CLT,2019.0,Foot,9255.0,S,200.0,70.0,12,290.0
ATL,2020.0,Quadricep/Thigh,8518.0,DE,280.0,77.0,12,295.0
CLT,2010.0,Neck,8821.0,LB,240.0,72.0,11,272.0
NOR,2020.0,Covid/Illness,11307.0,RB,230.0,75.0,1,305.0
HTX,2015.0,Shoulder,8809.0,TE,235.0,76.0,9,183.0
WAS,2012.0,Knee,10538.0,DB,195.0,71.0,11,263.0
BUF,2020.0,Ankle,11197.0,WR,178.0,71.0,11,271.0
SEA,2011.0,Leg,10211.0,WR,235.0,77.0,12,291.0
KAN,2019.0,Knee,9153.0,T,311.0,77.0,11,253.0
SEA,2017.0,Neck,10849.0,DB,225.0,75.0,12,288.0
WAS,2020.0,Hamstring,8232.0,WR,223.0,76.0,10,236.0
ATL,2019.0,Groin,11675.0,PK,208.0,72.0,10,216.0
CLT,2016.0,Knee,8712.0,LB,256.0,75.0,12,285.0
CRD,2012.0,Shoulder,8219.0,RB,205.0,70.0,10,221.0
RAI,2020.0,Covid/Illness,10460.0,DT,340.0,75.0,11,261.0
KAN,2018.0,Pectoral/Chest,11243.0,T,320.0,78.0,10,234.0
NOR,2018.0,Bicep,9644.0,DT,314.0,75.0,10,234.0
CLE,2020.0,Not Specified,8531.0,T,301.0,80.0,9,188.0
MIN,2020.0,Foot,8772.0,LB,225.0,75.0,9,206.0
SFO,2020.0,Covid/Illness,9440.0,DT,305.0,72.0,11,266.0
SEA,2016.0,Calf,9622.0,DT,345.0,74.0,8,180.0
BUF,2015.0,Foot,8736.0,T,351.0,79.0,12,294.0
TAM,2018.0,Knee,10806.0,DB,203.0,74.0,9,206.0
RAV,2020.0,Covid/Illness,7898.0,S,209.0,70.0,12,275.0
MIA,2016.0,Not Specified,11154.0,DT,272.0,77.0,12,278.0
NYJ,2014.0,Not Specified,8786.0,FB,246.0,73.0,9,211.0
WAS,2020.0,MCL,10498.0,GC,315.0,77.0,9,204.0
CIN,2020.0,Shoulder,11951.0,DT,300.0,73.0,12,289.0
ATL,2013.0,Knee,10393.0,T,308.0,77.0,11,254.0
RAV,2012.0,Achilles,10913.0,LB,265.0,75.0,8,178.0
SDG,2010.0,Foot,11152.0,TE,255.0,76.0,12,302.0
HTX,2020.0,Covid/Illness,10588.0,RB,224.0,73.0,12,284.0
DET,2018.0,Knee,7842.0,RB,211.0,71.0,12,291.0
RAM,2015.0,Back,9344.0,DE,245.0,76.0,12,289.0
DET,2017.0,Foot,10049.0,PK,211.0,73.0,9,183.0
CLE,2013.0,Knee,9864.0,DB,182.0,70.0,12,275.0
MIA,2014.0,Shoulder,8623.0,DB,205.0,72.0,9,196.0
KAN,2020.0,Not Specified,8653.0,S,189.0,72.0,9,212.0
SFO,2016.0,Ankle,8433.0,GC,330.0,75.0,12,304.0
NYG,2013.0,Not Specified,10426.0,DB,197.0,73.0,7,145.0
OTI,2020.0,Covid/Illness,9401.0,WR,209.0,75.0,10,219.0
CLE,2012.0,Pectoral/Chest,8908.0,DL,320.0,75.0,8,178.0
SFO,2019.0,Knee,8516.0,DT,287.0,74.0,9,182.0
PIT,2011.0,Hamstring,8308.0,LB,245.0,73.0,1,307.0
OTI,2012.0,Not Specified,8710.0,WR,230.0,75.0,7,145.0
WAS,2018.0,Foot,10404.0,TE,242.0,74.0,12,299.0
NOR,2016.0,Knee,8911.0,LB,245.0,75.0,12,293.0
NWE,2017.0,Shoulder,10575.0,DB,215.0,72.0,11,269.0
WAS,2014.0,Shoulder,10334.0,DB,185.0,71.0,11,268.0
HTX,2010.0,Shoulder,10002.0,WR,192.0,70.0,12,287.0
CIN,2018.0,Hamstring,9462.0,RB,228.0,71.0,9,201.0
PIT,2020.0,Covid/Illness,14133.0,QB,240.0,77.0,11,253.0
PIT,2018.0,Not Specified,10149.0,PK,185.0,74.0,12,300.0
CLT,2014.0,Shoulder,8593.0,OG,320.0,75.0,1,309.0
NYG,2015.0,Leg,10735.0,T,332.0,78.0,12,273.0
SEA,2017.0,Foot,10043.0,DE,284.0,78.0,9,183.0
SFO,2009.0,Hip,8907.0,DB,208.0,74.0,12,273.0
CLT,2015.0,Groin,10220.0,DB,202.0,72.0,10,218.0
SDG,2010.0,Ankle,10654.0,TE,245.0,74.0,10,234.0
RAV,2014.0,Toe,9076.0,DB,193.0,70.0,10,219.0
PIT,2012.0,Not Specified,11154.0,T,345.0,80.0,7,145.0
SFO,2020.0,ACL,11021.0,DB,192.0,71.0,12,274.0
PHI,2016.0,Shoulder,9314.0,DB,186.0,71.0,8,181.0
SDG,2017.0,Wrist,9237.0,RB,220.0,72.0,12,284.0
JAX,2020.0,Covid/Illness,8182.0,OL,309.0,78.0,12,288.0
DET,2018.0,Hamstring,9418.0,DB,192.0,70.0,12,294.0
CIN,2020.0,Covid/Illness,11565.0,DT,310.0,72.0,1,305.0
JAX,2009.0,Ankle,10449.0,RB,265.0,73.0,12,289.0
SDG,2016.0,Shoulder,8969.0,DB,200.0,71.0,12,304.0
RAI,2017.0,Concussion,9580.0,TE,252.0,76.0,12,295.0
PHI,2020.0,Hamstring,11765.0,DE,279.0,75.0,9,197.0
CLE,2020.0,Calf,9634.0,T,315.0,77.0,1,315.0
RAI,2014.0,Foot,10940.0,DB,190.0,71.0,12,292.0
NOR,2020.0,Hamstring,10109.0,RB,216.0,72.0,9,208.0
RAI,2018.0,Shoulder,8706.0,DB,215.0,73.0,12,296.0
NYG,2019.0,Hamstring,8402.0,DB,177.0,73.0,9,182.0
KAN,2020.0,Not Specified,8807.0,DT,324.0,72.0,9,201.0
HTX,2019.0,Back,10738.0,DB,207.0,73.0,12,303.0
BUF,2019.0,Foot,13218.0,RB,212.0,69.0,7,141.0
CLE,2016.0,Foot,8393.0,S,208.0,70.0,12,280.0
DAL,2019.0,Tricep,9471.0,DB,196.0,71.0,11,262.0
RAI,2020.0,Foot,10063.0,DT,305.0,75.0,10,214.0
MIA,2011.0,Foot,9945.0,QB,219.0,75.0,11,243.0
DET,2012.0,Toe,9548.0,DT,331.0,76.0,12,302.0
WAS,2020.0,Quadricep/Thigh,8150.0,RB,206.0,72.0,11,266.0
CAR,2011.0,Wrist,8574.0,GC,319.0,76.0,12,289.0
TAM,2013.0,Calf,9227.0,TE,268.0,76.0,10,212.0
CRD,2014.0,ACL,12737.0,QB,235.0,77.0,11,252.0
RAM,2012.0,Foot,11561.0,GC,302.0,74.0,9,194.0
JAX,2009.0,Shoulder,9772.0,LB,240.0,74.0,12,293.0
NYG,2017.0,Not Specified,8836.0,DE,272.0,76.0,6,90.0
RAV,2016.0,Quadricep/Thigh,9331.0,DB,198.0,74.0,10,223.0
OTI,2020.0,Covid/Illness,9630.0,WR,182.0,68.0,12,292.0
NYJ,2013.0,Knee,8268.0,WR,215.0,76.0,12,285.0
DAL,2012.0,Not Specified,9987.0,DB,200.0,72.0,7,145.0
RAV,2020.0,Quadricep/Thigh,10038.0,TE,255.0,77.0,12,277.0
RAI,2010.0,ACL,9582.0,DE,256.0,77.0,11,266.0
NYG,2011.0,ACL,9846.0,WR,205.0,74.0,9,204.0
DET,2016.0,Wrist,9373.0,RB,201.0,69.0,12,304.0
NOR,2016.0,Fibula,9699.0,TE,250.0,77.0,12,282.0
DAL,2015.0,Not Specified,8720.0,DE,275.0,77.0,12,274.0
RAM,2015.0,Shoulder,9992.0,T,325.0,77.0,10,226.0
TAM,2020.0,Covid/Illness,9428.0,DT,347.0,76.0,11,271.0
HTX,2020.0,Concussion,9914.0,RB,210.0,69.0,11,257.0
CHI,2019.0,Concussion,9441.0,TE,247.0,75.0,12,286.0
RAI,2013.0,Groin,8547.0,DB,190.0,71.0,11,262.0
PIT,2019.0,Not Specified,13712.0,QB,240.0,77.0,9,197.0
CLT,2018.0,Toe,8617.0,DE,277.0,75.0,9,184.0
WAS,2016.0,Hamstring,12166.0,DT,330.0,76.0,9,201.0
SFO,2014.0,Back,8945.0,TE,267.0,76.0,12,281.0
NYJ,2015.0,ACL,8690.0,WR,199.0,73.0,12,290.0
NYG,2017.0,Hamstring,9841.0,LB,250.0,74.0,11,269.0
NOR,2015.0,Concussion,8411.0,DB,180.0,72.0,12,288.0
SFO,2020.0,Covid/Illness,8895.0,OL,306.0,78.0,12,289.0
NOR,2019.0,Ankle,9384.0,DT,305.0,74.0,12,283.0
SDG,2020.0,Not Specified,9040.0,S,216.0,74.0,12,296.0
CHI,2017.0,Knee,8577.0,LB,254.0,75.0,12,274.0
NYJ,2019.0,Rib/Lung,8663.0,TE,253.0,76.0,11,254.0
PIT,2011.0,Tricep,10384.0,GC,315.0,75.0,9,194.0
CRD,2011.0,Ankle,9901.0,T,343.0,77.0,12,303.0
CHI,2013.0,ACL,9431.0,DT,279.0,74.0,10,220.0
CLT,2011.0,Knee,9031.0,WR,205.0,74.0,11,254.0
CIN,2016.0,Hamstring,10380.0,WR,207.0,76.0,12,304.0
PIT,2012.0,Knee,8275.0,GC,316.0,77.0,9,189.0
RAI,2015.0,Knee,10499.0,T,330.0,79.0,12,291.0
CAR,2020.0,Covid/Illness,11058.0,DT,334.0,74.0,12,280.0
SFO,2020.0,Toe,10494.0,S,215.0,73.0,11,254.0
CHI,2017.0,Concussion,11457.0,LB,235.0,72.0,9,193.0
WAS,2020.0,Foot,8988.0,DB,182.0,72.0,10,228.0
JAX,2016.0,Hamstring,9481.0,LB,229.0,73.0,12,300.0
NYJ,2018.0,Shoulder,10843.0,GC,321.0,77.0,11,270.0
SDG,2014.0,Back,10511.0,GC,291.0,74.0,11,267.0
NYG,2017.0,Hamstring,8563.0,WR,220.0,75.0,8,174.0
RAV,2012.0,Tricep,13670.0,LB,240.0,73.0,10,229.0
JAX,2012.0,Knee,10873.0,DE,250.0,76.0,8,178.0
RAM,2012.0,Bicep,11501.0,T,308.0,77.0,12,292.0
NWE,2014.0,Ankle,8656.0,DE,255.0,78.0,10,217.0
CIN,2020.0,Quadricep/Thigh,9227.0,S,205.0,72.0,11,261.0
SEA,2011.0,Back,11253.0,DB,197.0,71.0,10,228.0
NWE,2015.0,Not Specified,9317.0,DE,265.0,77.0,9,182.0
HTX,2017.0,Concussion,10103.0,QB,230.0,76.0,12,295.0
DAL,2020.0,Quadricep/Thigh,9225.0,DB,177.0,74.0,10,236.0
WAS,2018.0,Pectoral/Chest,9811.0,GC,315.0,77.0,11,247.0
DAL,2014.0,Thumb,9576.0,DE,288.0,77.0,11,268.0
SDG,2019.0,Not Specified,9287.0,LB,221.0,71.0,7,143.0
PHI,2020.0,Covid/Illness,8521.0,T,365.0,80.0,7,149.0
CAR,2020.0,Covid/Illness,8960.0,PK,213.0,71.0,10,233.0
KAN,2017.0,Achilles,10481.0,DB,212.0,72.0,9,190.0
KAN,2012.0,Concussion,10493.0,TE,255.0,79.0,10,215.0
ATL,2014.0,Foot,9313.0,WR,205.0,73.0,7,124.0
CIN,2014.0,Not Specified,9533.0,TE,260.0,77.0,7,142.0
CRD,2020.0,Ankle,8097.0,S,190.0,71.0,9,199.0
BUF,2020.0,Covid/Illness,9287.0,DB,179.0,72.0,11,257.0
SFO,2011.0,Leg,9610.0,WR,218.0,72.0,10,223.0
NWE,2020.0,Covid/Illness,9912.0,GC,310.0,73.0,10,229.0
DET,2009.0,ACL,9047.0,TE,257.0,77.0,12,273.0
TAM,2020.0,Covid/Illness,12506.0,PK,218.0,74.0,12,288.0
CLE,2016.0,Knee,9226.0,PK,182.0,67.0,9,206.0
KAN,2012.0,Rib/Lung,10312.0,WR,221.0,74.0,12,288.0
